,id,name,year,genre,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect,d动画,d悬疑,d剧情,d西部,d犯罪,d灾难,d传记,d科幻,d儿童,d歌舞,d奇幻,d家庭,d喜剧,d音乐,d惊悚,d运动,d历史,d古装,d爱情,d冒险,d恐怖,d动作,d战争,d武侠,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022
0,10344754,毒战 毒戰,2012,"['剧情', '动作', '犯罪']",210072,10,2,7.5,34235,27592,5441,34235,107664,7410,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,10355621,粉红女郎之爱人快跑,2013,"['喜剧', '爱情']",1826,10,2,3.2,65,3861,65,65,13658,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,10355633,绝命藏宝图,2012,"['动作', '悬疑']",78,10,2,3.2,43,43,43,43,69,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,10430281,七个隆咚锵咚锵,2012,"['喜剧', '爱情']",506,10,2,4.9,115,161,115,115,340,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,10437802,武当少年 武當少年,2010,"['剧情', '儿童']",68,10,2,6.1,2,192,2,2,233,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10438426,浮城谜事,2012,"['剧情', '犯罪']",145555,10,2,7.5,53030,29496,53030,53030,77391,55953,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,10441578,双胞胎,2011,"['剧情', '家庭']",586,10,2,7.1,13,2,13,13,3,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,10449536,北漂鱼,2013,['喜剧'],3849,10,2,4.6,5,3660,5,5,4672,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,10449555,热血街头,2012,"['剧情', '动作']",1141,10,2,4.2,20,6628,20,20,10584,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,10453730,伤心童话,2012,"['喜剧', '爱情']",19960,10,2,4.9,25,17961,25,25,20814,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,10458675,聊斋志异之桃花劫,2010,['剧情'],309,10,2,4.1,35,1680,476,35,1975,476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10460130,重返大海,2012,"['动画', '冒险', '家庭']",3601,10,2,5.3,0,227,1,0,251,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,10461347,美人三嫁,2012,"['传记', '爱情']",328,10,2,6.6,27,45,8,27,125,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,10464232,糖豆八部,2012,['喜剧'],310,10,2,6.2,68,69,0,68,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,10465153,娱乐是个圈,2012,['喜剧'],276,10,2,5.9,17,18972,17,17,22869,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,10466281,闪婚总动员,2012,['喜剧'],327,10,2,5.6,41,4261,0,41,4739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,10467774,孙子从美国来,2012,"['剧情', '儿童', '家庭']",82131,10,2,8.5,160,1449,160,160,2123,160,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,10468706,盛糖乐队,2011,"['剧情', '喜剧', '音乐']",533,10,2,5.4,4,613,0,4,826,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,10478122,平壤之约 평양에서의 약속,2012,['剧情'],1148,10,2,4.1,212,2261,107,212,2796,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,10478207,凶间雪山,2012,"['惊悚', '恐怖']",5710,10,2,3.8,26,12020,26,26,17963,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,10478675,冷瞳,2013,"['悬疑', '惊悚']",1098,10,2,2.7,14,4206,4,14,10782,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,10480952,关于爱情和那些魔鬼,2012,"['剧情', '喜剧', '爱情']",712,10,2,5.1,6,2089,6,6,3276,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,10484009,绑架大明星,2013,['喜剧'],1057,10,2,2.8,15,3810,15,18,8502,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,10484039,简单的美丽,2011,['剧情'],124,10,2,7.2,4,301,0,4,509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,10487240,神通乡巴佬,2012,"['剧情', '喜剧', '爱情']",3542,10,2,4.1,3,7108,4,3,12266,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,10491655,四戒,2012,"['剧情', '喜剧']",2842,10,2,6.2,4,1761,4,4,3211,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,10508879,青魇,2012,"['剧情', '悬疑', '恐怖']",13470,10,2,6.1,4737,18568,22,4737,29698,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,10508901,匹夫,2012,"['剧情', '动作', '战争', '西部']",26297,10,2,5.4,208,38295,780,208,57875,1152,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
31,10514806,查无此人,2012,"['剧情', '悬疑']",2307,10,2,5.2,5,4778,5,5,9470,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,10521637,金毛犬段景柱,2012,"['动作', '爱情', '武侠']",130,10,2,5.1,27,666,155,27,1143,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
33,10521681,横山号,2012,['剧情'],133,10,2,4.7,20,656,5,20,1832,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,10526645,家庭计划,2012,"['剧情', '喜剧', '爱情', '家庭']",107,10,2,8.1,22,4,22,22,4,26,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,10527199,渡江！渡江！,2012,"['历史', '战争']",657,10,2,3.0,3,8338,13,3,14553,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36,10527288,百万巨鳄,2012,"['喜剧', '惊悚', '灾难']",20901,10,2,5.0,179,5891,179,179,14683,203,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,10537853,万箭穿心,2012,"['剧情', '家庭']",213177,10,2,8.6,3596,52841,2426,3596,61954,2470,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,10537987,宗师卜六,2013,"['传记', '动作', '古装']",250,10,2,4.1,20,1990,2,20,2628,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,10539139,HOLD住爱,2012,"['喜剧', '爱情', '悬疑']",24380,10,2,3.6,29,28328,29,29,42570,58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,10540066,大上海,2012,"['剧情', '动作']",84806,10,2,6.7,8403,21098,8403,8403,92983,8859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,10543682,怖偶,2014,"['悬疑', '惊悚']",3305,10,2,2.9,7,5736,3,7,6134,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,10545939,黄金时代,2014,"['剧情', '传记', '爱情']",172639,10,2,7.3,26908,40935,1653,26908,272321,1653,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,10545947,囧人之越挠越痒,2013,"['剧情', '喜剧']",2130,10,2,3.7,18,2631,1,18,6926,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,10546813,花样厨神 Final Recipe,2013,['剧情'],4123,10,2,5.9,27,8550,27,27,14275,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,10549223,笔仙,2012,"['悬疑', '恐怖']",16268,10,2,4.7,82,7428,5,82,12800,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,10553086,非常之恋 非常之戀,2011,"['剧情', '爱情']",62,10,2,6.8,46,744,46,46,852,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,10553094,月色狰狞,2012,"['动作', '悬疑']",349,10,2,3.4,38,2490,0,38,4847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,10553112,病尉迟孙立,2011,"['剧情', '动作', '战争', '古装']",145,10,2,5.3,100,1787,155,127,3694,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49,10554941,擒爱记,2012,"['喜剧', '爱情']",5039,10,2,4.9,5,24145,8,5,31078,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,10561910,幸福的向日葵,2011,"['剧情', '儿童']",80,10,2,6.1,5,21,107,5,24,115,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,10562402,骆驼客,2012,"['动作', '爱情', '冒险']",3137,10,2,7.9,45,86,45,45,138,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,10563119,恋爱三万英尺,2012,"['喜剧', '爱情']",1506,10,2,3.3,206,4639,206,206,8582,206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,10564052,亲·爱,2013,"['剧情', '家庭']",4100,10,2,7.0,19,11891,19,19,14615,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,10566565,初恋浅规则,2012,['爱情'],983,10,2,3.1,0,21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,10567087,幸福迷途,2012,"['剧情', '爱情']",2096,10,2,5.1,158,10082,158,168,31508,168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,10567506,甜心巧克力,2012,['爱情'],4915,10,2,5.2,222,7708,3,222,11024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,10569022,愤怒的小孩,2012,"['喜剧', '儿童']",9769,10,2,6.3,25,38295,172,25,94616,188,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,10569133,半夜不要照镜子,2012,"['悬疑', '惊悚']",3423,10,2,3.6,46,1197,46,46,1768,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,10573572,狐仙,2012,"['爱情', '奇幻', '恐怖', '古装']",179,10,2,5.0,117,898,476,117,2306,483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,10573597,中国功夫,2010,['动作'],186,10,2,3.7,1990,1990,1990,1990,4377,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,10573695,太极2：英雄崛起,2012,"['喜剧', '动作', '奇幻', '武侠', '古装']",62744,10,2,5.9,3131,31302,2816,3131,126664,3315,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62,10574468,北京遇上西雅图,2013,"['喜剧', '爱情']",558890,10,2,7.3,1754,40935,1754,1754,62224,3525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,10574621,李可乐寻人记,2013,"['喜剧', '爱情']",11469,10,2,5.9,20,24145,242,20,30515,249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,10574622,人再囧途之泰囧,2012,['喜剧'],732105,10,2,7.5,18331,35619,18331,18331,84202,18533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,10581450,我爱灰太狼,2012,"['喜剧', '动画', '冒险']",4372,10,2,4.4,10,157,11,10,454,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66,10583296,我是大熊猫,2012,"['动画', '冒险']",285,10,2,2.9,5,123,16,5,234,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,10583637,白云山传奇,2012,"['剧情', '动作', '古装']",112,10,2,2.8,9,117,0,9,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,10583834,酒是故乡浓,2012,['剧情'],125,10,2,7.4,109,201,13,109,201,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,10583840,老哨卡,2012,"['剧情', '战争']",327,10,2,7.9,662,171,9,665,220,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
70,10583850,洛阳水席,2012,['剧情'],108,10,2,5.0,15,214,15,15,355,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,10583863,三月情流感,2013,"['喜剧', '爱情']",3238,10,2,3.5,20,10103,10,20,11071,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,10583887,雨中的树,2012,['剧情'],1508,10,2,5.7,319,6373,1494,319,14134,1494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,10583890,八卦宗师,2012,"['动作', '武侠', '古装']",1225,10,2,2.9,2,1052,1,2,2682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
74,10583893,云之锦,2012,['剧情'],738,10,2,6.0,724,2420,24,724,5885,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,10586620,浮城大亨 浮城,2012,['剧情'],24444,10,2,7.5,1304,8482,1304,1304,29437,1305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,10590080,生死罗布泊,2012,['剧情'],1383,10,2,7.7,23,1094,6,23,1276,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,10594920,目击者,2012,"['剧情', '动作', '悬疑', '惊悚']",482,10,2,5.8,68,2631,2,68,3589,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,10594958,爱情不NG,2013,"['喜剧', '爱情']",4419,10,2,5.1,1009,43014,8,1009,62463,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,10594977,爱情天梯,2011,"['剧情', '爱情']",784,10,2,7.5,2,564,1,2,717,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80,10599677,浪漫邂逅,2011,"['喜剧', '爱情']",89,10,2,5.2,8,22,1,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,10599835,地域无门,2012,"['犯罪', '悬疑', '惊悚']",1248,10,2,2.6,22,2548,8,22,5671,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,10600271,圣诞玫瑰,2013,"['剧情', '悬疑', '犯罪']",35320,10,2,6.1,8482,61805,8482,8482,151651,8502,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,10604087,控制,2013,"['动作', '科幻', '犯罪', '悬疑']",25178,10,2,5.8,118,30603,118,118,68132,118,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,10604486,不二神探,2013,"['喜剧', '动作', '犯罪']",149860,10,2,4.8,48,17961,215,48,122349,215,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,10604851,恶战 惡戰,2014,"['剧情', '动作']",8698,10,2,6.4,311,4293,8403,311,16120,8403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,10604892,四大名捕2,2013,"['动作', '悬疑', '奇幻', '武侠', '古装']",71430,10,2,5.2,1586,32345,1586,1686,112068,2021,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
87,10604893,四大名捕大结局,2014,"['动作', '爱情', '悬疑', '武侠', '古装']",57103,10,2,5.1,1586,32345,1586,1686,105375,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
88,10605577,我最好的朋友江竹筠,2012,['剧情'],103,10,2,7.3,40,608,40,40,805,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,10605978,私人订制,2013,['喜剧'],308753,10,2,5.9,17097,30985,11638,17097,102473,11638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,10606939,男人如衣服,2012,"['喜剧', '爱情']",9298,10,2,5.0,1850,5365,1850,1850,22564,1850,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,10617163,杀戒,2013,"['爱情', '悬疑']",10907,10,2,5.4,196,28612,1494,196,45451,1521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,10617168,同谋 同謀,2013,"['剧情', '悬疑', '犯罪']",18749,10,2,5.0,454,14966,454,454,38388,473,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,10617749,稍安勿躁,2012,"['剧情', '喜剧']",1945,10,2,3.2,9,22212,9,9,24310,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,10726941,窃听风云3,2014,"['动作', '犯罪', '悬疑', '惊悚']",156337,10,2,6.4,3082,52104,3082,5770,173334,5770,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,10727042,摩尔庄园2海妖宝藏,2012,"['动画', '儿童', '奇幻', '冒险']",854,10,2,6.4,19,35619,19,19,40702,19,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,10734527,神勇投弹手,2012,"['剧情', '战争']",1022,10,2,5.5,28,78,0,28,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
98,10736409,郑和1405：魔海寻踪,2013,"['动画', '奇幻', '冒险']",558,10,2,4.6,0,1949,1,0,2606,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,10736442,我是代办,2012,['剧情'],55,10,2,5.5,3,155,5,3,187,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,10736586,在一起,2013,['爱情'],26062,10,2,3.7,160,14980,68,160,59314,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,10738246,大碗茶,2012,['剧情'],438,10,2,7.2,27,194,2,27,288,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,10740243,做次有钱人,2012,"['喜剧', '爱情']",5937,10,2,5.3,42,4603,42,44,10334,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,10740290,蓝调海之恋,2012,['爱情'],405,10,2,4.5,4,1828,4,4,5995,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,10743802,满洲里来的人,2014,"['犯罪', '奇幻', '情色', '黑色电影']",549,10,2,3.7,112,2,112,112,2,112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,10746136,忠诚与背叛,2012,"['剧情', '历史']",1338,10,2,4.9,15,5019,1,15,18511,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,10748193,笔仙惊魂,2012,"['悬疑', '惊悚', '恐怖']",6457,10,2,3.4,28,3070,49,28,5713,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,10751153,喜剧王,2012,['喜剧'],543,10,2,2.7,1,1204,6,1,2267,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,10756728,石器时代之百万大侦探,2013,"['喜剧', '奇幻']",4224,10,2,3.2,7,5421,7,7,9846,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,10756744,史前怪兽 Legendary,2013,"['动作', '科幻', '惊悚', '冒险']",4466,10,2,3.0,8,6180,1,8,18212,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,10759790,甜蜜18岁,2012,"['剧情', '爱情', '家庭']",2155,10,2,5.3,187,1443,187,187,1819,187,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112,10759842,毕业那年,2012,"['剧情', '音乐']",2056,10,2,3.9,1,86,8,1,190,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
