,id,name,year,genre,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect,d动画,d悬疑,d剧情,d西部,d犯罪,d灾难,d传记,d科幻,d儿童,d歌舞,d奇幻,d家庭,d喜剧,d音乐,d惊悚,d运动,d历史,d古装,d爱情,d冒险,d恐怖,d动作,d战争,d武侠,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022
363,20514902,闯入者,2014,"['剧情', '犯罪', '惊悚']",61885,10,2,7.6,11874,21129,11874,11874,45828,12314,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
364,20515018,白狐,2013,"['动作', '爱情', '奇幻', '古装']",11130,10,2,3.5,46,10082,476,46,28307,522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
365,20515070,军中乐园 軍中樂園,2014,"['剧情', '历史', '爱情']",82280,10,2,7.4,6556,27776,6556,6556,61015,6582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,20515265,圣龙奇兵大冒险,2013,"['动画', '冒险', '武侠']",286,10,2,5.6,7,157,0,11,335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
367,20515282,说说美丽世界,2012,['剧情'],211,10,2,7.8,17,1192,17,17,1226,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368,20515977,魔警,2014,"['动作', '犯罪', '悬疑', '惊悚']",60988,10,2,6.1,6643,30603,6643,6643,52343,6679,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,2124708,形影不离,2011,"['剧情', '悬疑']",20727,10,2,5.9,1541,40032,1541,1541,92345,1541,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,21264283,钢刀,2016,"['剧情', '动作']",3226,10,2,3.9,170,2957,170,170,8759,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
371,21264290,楼,2013,"['悬疑', '惊悚']",2370,10,2,2.9,10,4610,20,10,8734,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372,21264303,如果没有你,2013,['剧情'],58,10,2,3.2,7,57,2,7,57,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
373,21266940,衰鸟向前冲,2013,['剧情'],986,10,2,6.5,60,3,60,60,3,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
374,21319204,杨光的快乐生活,2013,['喜剧'],2140,10,2,5.6,112,2186,115,112,4313,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
375,21319306,我的老婆是只猫,2013,"['爱情', '动画', '冒险']",698,10,2,4.7,13,20665,13,13,20681,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377,21323597,冲锋号,2013,"['动画', '儿童', '战争']",990,10,2,2.4,38,44,38,38,44,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
379,21327513,门神,2013,['剧情'],116,10,2,5.9,213,301,213,213,327,213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
380,21327518,硬汉奶爸,2014,"['喜剧', '家庭']",2164,10,2,4.2,1,3632,1,1,5976,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
381,21327647,我为太极狂,2012,"['剧情', '喜剧']",294,10,2,3.0,1,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,21339522,狭路年三十儿,2012,"['剧情', '历史', '战争']",51,10,2,4.5,0,8,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
383,21339648,午夜火车,2013,"['悬疑', '惊悚']",1923,10,2,3.3,19,10082,19,19,16571,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
384,21340764,谁动了我的梦想,2014,"['剧情', '喜剧', '爱情']",3207,10,2,3.6,21,4695,8,23,13916,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
385,21340775,神秘世界历险记2,2014,"['动画', '冒险', '家庭']",850,10,2,6.5,49,1035,49,49,2786,49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,21350556,三少爷的剑,2016,"['剧情', '动作', '武侠', '古装']",79027,10,2,4.8,9010,9946,24465,9010,28637,36457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
387,21351472,谁HOLD住谁,2013,['喜剧'],254,10,2,4.8,25,395,25,25,596,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
388,21352814,归来,2014,"['剧情', '历史', '爱情']",338612,10,2,8.0,38211,26385,1203,38211,90768,1203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
390,21355933,金太狼的幸福生活,2013,['喜剧'],7369,10,2,6.3,74,2231,432,74,6744,458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
391,21357362,止杀令,2013,"['剧情', '动作', '历史', '战争']",4441,10,2,5.4,28,10148,95,28,18903,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
392,21359363,不要迷恋姐,2013,"['喜剧', '爱情']",1101,10,2,2.5,5,25,5,5,30,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
393,21359394,厨子程天喜,2013,['剧情'],54,10,2,4.9,22,364,1,22,487,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394,21359495,红财神,2013,['剧情'],160,10,2,6.5,22,1551,28,22,1691,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395,21359619,单身男女2 單身男女II,2014,"['喜剧', '爱情']",102473,10,2,5.5,34235,30603,5441,34252,101844,7410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
396,21359622,胡巧英告状,2013,['剧情'],120,10,2,6.8,1,2982,4,1,3208,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
397,21359690,熊出没之过年,2013,"['剧情', '儿童', '喜剧', '动画', '冒险', '家庭']",21072,10,2,8.4,229,49,22,229,162,22,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
398,21360428,山东兄弟,2013,['剧情'],81,10,2,6.8,1770,856,34,1775,1061,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399,21371666,金大坚与萧让,2013,"['动作', '古装']",132,10,2,5.1,100,32,155,100,49,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400,21372183,化妆师,2014,"['喜剧', '惊悚']",2127,10,2,3.2,3070,9110,4,3072,15207,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
401,21372199,不爱不散,2013,"['喜剧', '爱情']",1101,10,2,3.7,12,5891,13,13,17281,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
402,21618782,笔仙Ⅱ,2013,"['悬疑', '惊悚']",9984,10,2,3.9,82,13084,33,82,26639,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
403,21724200,脱轨时代,2014,"['喜剧', '爱情']",16870,10,2,6.1,1844,20665,12534,1844,45166,17858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,21765738,鱼肠剑,2012,"['剧情', '爱情']",41,10,2,4.6,27,52,0,27,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,21769276,石将军石勇,2012,"['剧情', '动作', '古装']",268,10,2,5.1,100,1342,155,100,2189,157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
406,21822132,胸毛传,2011,"['喜剧', '动画']",437,10,2,7.7,20,2464,20,20,5915,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,21870792,如果爱能设计 相愛的七種設計,2014,"['剧情', '喜剧', '爱情']",330,10,2,6.1,83,12821,83,83,23645,83,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
408,21870998,卖自行车的小女孩,2012,"['剧情', '爱情']",81,10,2,6.2,29,663,29,29,663,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409,21939167,灰烬重生,2017,"['犯罪', '悬疑']",5173,10,2,5.6,779,5232,779,779,20305,1077,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
410,21941072,胜利,2014,['剧情'],190,10,2,7.4,3671,4076,3671,3671,9098,3707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
411,21941106,死亡派对,2014,"['剧情', '悬疑']",3660,10,2,5.9,16,10248,16,16,13595,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,21941127,画框里的女人,2017,['剧情'],1458,10,2,3.8,28,15322,28,28,45632,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
413,21941770,赏金猎人,2016,"['剧情', '喜剧', '动作']",38593,10,2,5.2,15,15899,48,15,43107,68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
414,21941804,白日焰火,2014,"['剧情', '犯罪', '悬疑']",353985,10,2,7.5,10650,29036,10650,10650,57920,10650,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
415,21941896,启功轶事,2014,['传记'],66,10,2,7.7,11,130,11,11,130,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
416,21943062,黑猫警长之翡翠之星,2015,"['喜剧', '动作', '科幻', '动画']",6580,10,2,5.3,14,369,17,19,984,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
417,21967905,怨灵人偶,2013,"['惊悚', '恐怖']",1767,10,2,3.1,7,1134,10,10,3060,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
418,22010958,古镇凶灵之巫咒缠身,2013,"['惊悚', '恐怖']",2003,10,2,4.0,2,1123,45,2,1348,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
419,22206742,咒·丝,2013,['惊悚'],1937,10,2,4.6,119,6556,30,141,11132,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420,22225334,穿过忧伤的花季,2012,['剧情'],90,10,2,7.2,24,79,1,24,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
421,22300822,百变爱人 Delete愛人,2014,"['喜剧', '爱情']",4605,10,2,4.5,2832,6891,2832,2832,26227,2832,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422,22552302,龙之诞生 Birth of the Dragon,2016,"['剧情', '传记', '动作']",739,10,2,5.1,72,6713,6,72,13753,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
423,22555690,冲锋战警 衝鋒戰警,2013,"['动作', '犯罪']",4374,10,2,4.3,98,9269,98,98,27039,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,22556810,猛龙特囧 猛龍特囧,2015,"['喜剧', '动作']",3382,10,2,4.5,196,6628,196,196,11196,198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,22557335,降魔传,2017,"['喜剧', '奇幻']",16937,10,2,2.9,8403,12300,8403,8536,25989,8403,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
426,22621034,欢·爱,2016,['爱情'],230,10,2,6.4,12,11891,12,12,18374,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
427,22735426,怪谈,2015,['惊悚'],4252,10,2,4.7,430,16153,50,449,42977,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
428,2276989,出水芙蓉,2010,"['喜剧', '运动']",9955,10,2,5.0,6057,6996,6057,6057,22111,6057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,22964323,这是三里屯 This is Sanlitun,2013,['喜剧'],1197,10,2,5.7,3,92,3,3,95,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430,22964524,咏春小龙,2013,"['剧情', '动作']",8960,10,2,2.4,17,2289,3,20,2343,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
431,22965771,青春期4,2014,"['剧情', '喜剧', '爱情']",1816,10,2,4.0,114,222,114,114,222,114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
432,22966167,聚客镇,2013,['剧情'],97,10,2,3.9,7,1204,7,7,2443,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,22992794,喊山,2013,['剧情'],21157,10,2,8.4,71,155,1,71,263,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
434,22994771,封门诡影,2015,"['悬疑', '惊悚']",2261,10,2,4.7,2,343,4,2,884,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
435,23009868,不再沉默,2011,['剧情'],81,10,2,7.4,71,165,238,71,201,238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
436,2303845,刺客聂隐娘,2015,"['剧情', '武侠', '古装']",204819,10,2,7.3,46503,61805,46503,46503,157167,57590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
437,23042272,4B青年之4楼B座,2013,"['喜剧', '爱情']",5069,10,2,4.3,8,7368,0,8,11009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438,23115889,骇客,2012,"['剧情', '犯罪']",113,10,2,3.1,27,119,0,27,139,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,23116664,火线追凶2之鹈鹕行动,2013,"['剧情', '犯罪']",270,10,2,5.7,609,1944,65,609,2359,66,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
440,23117423,火线追凶2之爱本无罪,2013,"['剧情', '犯罪']",250,10,2,5.8,609,1944,5,609,2359,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,23126901,特殊身份,2013,"['动作', '犯罪']",68503,10,2,4.4,160,12805,491,160,47089,670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,23127631,大片,2013,"['剧情', '喜剧']",6393,10,2,4.8,9,10270,9,9,16329,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443,23249761,赛尔号大电影3之战神联盟,2013,"['动画', '儿童', '冒险']",3991,10,2,5.6,11,280,11,15,478,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
446,23379686,这个大叔不太囧,2014,"['喜剧', '爱情']",1162,10,2,2.5,10,1528,1,10,1858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
447,23384266,夏天的拉花,2013,"['剧情', '家庭']",257,10,2,8.1,87,7437,87,87,10802,96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
448,23401145,火线追凶2之同名为仇,2013,"['剧情', '动作', '悬疑', '犯罪']",204,10,2,6.0,609,1944,5,609,2625,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,23402439,父子神探之卧雪图,2012,"['剧情', '悬疑']",150,10,2,6.1,90,2397,1,90,4031,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450,23402564,父子神探之雨夜迷踪,2012,"['剧情', '悬疑']",208,10,2,5.6,90,3699,5,90,10043,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
451,23402743,骡子的10000米,2012,"['剧情', '儿童']",99,10,2,6.6,20,63,217,20,63,217,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
452,23405396,火线追凶2之死亡杰作,2013,"['剧情', '犯罪']",205,10,2,5.9,609,1944,1,609,2680,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
453,23405731,火线追凶2之致命线人,2013,"['剧情', '动作', '悬疑', '犯罪']",231,10,2,6.0,609,1944,5,609,2767,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454,23405780,火线追凶2之乱世残局,2013,"['剧情', '动作', '悬疑', '犯罪']",182,10,2,5.9,609,1944,5,609,2359,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
455,23405822,火线追凶2之押解惊魂,2013,"['剧情', '犯罪']",218,10,2,6.0,609,1944,1,609,4195,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
456,2352630,谍海风云 Shanghai,2010,"['剧情', '爱情', '悬疑', '惊悚']",19972,10,2,5.8,274,26385,47,274,74526,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2357397,大胃王,2010,['喜剧'],6936,10,2,3.8,9,7108,19,9,11051,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,23780672,鹅卵石,2012,['剧情'],164,10,2,7.6,1,15,1,1,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,23785594,写给阿杉的歌,2010,"['剧情', '爱情', '音乐']",89,10,2,7.7,3,1054,3,3,1176,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,23788440,杀破狼2 殺破狼2,2015,"['剧情', '动作', '犯罪']",173132,10,2,7.4,2346,27592,44,2346,63900,46,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
464,2381879,神秘世界历险记,2012,"['喜剧', '动画', '家庭', '奇幻', '冒险']",1500,10,2,7.2,49,2397,49,49,2890,49,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,23854117,战将周希汉,2013,"['剧情', '战争']",104,10,2,4.7,11,2261,1,11,4079,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
466,23856234,摩登年代,2013,"['剧情', '喜剧']",45818,10,2,5.6,20,24026,179,40,61821,310,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
467,24089074,火线追凶2之黑色玫瑰,2013,['犯罪'],222,10,2,5.9,609,1944,1,609,2433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
468,24089455,临终囧事,2013,"['喜剧', '恐怖']",5941,10,2,5.4,11,16153,437,11,33095,487,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
469,24163542,放手爱,2014,"['喜剧', '爱情']",25006,10,2,2.3,87,5519,1,87,5796,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
470,24258766,昆塔：盒子总动员,2013,"['喜剧', '动画', '冒险']",1603,10,2,6.2,11,629,11,11,744,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
471,24269094,不肯去观音,2013,"['剧情', '奇幻', '古装']",1517,10,2,5.8,9,7386,6,9,14124,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,24284209,开心超人,2013,"['动画', '冒险']",12032,10,2,8.3,218,4000,218,218,4915,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,24298770,一号目标,2014,"['剧情', '动作', '悬疑']",1480,10,2,5.7,123,5302,93,177,17288,150,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,24325581,辛巴达历险记2013,2013,"['动画', '冒险']",483,10,2,5.0,5,280,5,6,614,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475,24325765,火焰山历险记,2013,"['动画', '奇幻', '冒险']",1587,10,2,3.1,4,1,16,4,1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,24325767,我爱灰太狼2,2013,"['喜剧', '动画']",2596,10,2,3.8,16,918,11,16,924,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
477,24325876,潜艇总动员3：彩虹宝藏,2013,"['动画', '儿童']",1336,10,2,4.2,1,259,1,1,409,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
