,id,name,year,description,genre,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect,d动画,d悬疑,d剧情,d西部,d犯罪,d灾难,d传记,d科幻,d儿童,d歌舞,d奇幻,d家庭,d喜剧,d音乐,d惊悚,d运动,d历史,d古装,d爱情,d冒险,d恐怖,d动作,d战争,d武侠,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,dPropaganda
345,20458803,残团,2013,"1933年，抗日战争的战火在长城一线蔓延。

华北军某部团长武占元（范雨林 饰）由于作战负伤，被派往远离正面战场相对平静的太平谷驻守，却不想村民与战士之间摩擦不断。村中的寡妇水花（李梅可 饰）也在此时走进了武占元的视线。

不期而至的鬼子打破了村中百年的宁静。原来，武占元率部驻扎的并不是太平谷，而是战略要地太平峪。面对日军的大规模进攻，武占元为了无辜百姓不受涂炭，他抱定必死之心，带领残部与兵力悬殊的日军展开了残酷的对决……","['剧情', '爱情', '战争']",347,10,2,4.1,5,375,4,5,620,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
346,20471346,越位者,2012,"中石油海外勘探公司保卫干部陈建（李乾铭 饰）在国外执行公务期间遭到犯罪集团的绑架，国外犯罪团伙以此为要挟向我驻外公司索要高额赎金。公司经多方努力积极营救陈建，而陈建却凭借高超的智慧和一身的武功逃离了魔掌。谁知道回国后的生活也没有恢复平静，陈建发现好友无双死得很蹊跷，而且初恋女友芸洁竟然为了生了个女儿，现在女儿都已经长大了，同时，陈建还痛心地发现芸洁（汤嬿 饰）似乎跟一个石油犯罪团伙有关……

一系列的事情都在督促陈建深入调查，但好友兼大学同学文艺（文章 饰）却极力反对，而且还有个女记者方思思（周蕾 饰）一直跟着他，到底该不该继续调查下去，真相又到底是什么？陈建陷入了深深矛盾中……","['动作', '犯罪']",600,10,2,2.4,4,7925,0,4,9028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
347,20471569,良辰吉日,2012,林洋、陈玉普通小两口准备结婚，陈玉妈为了让女儿嫁得体面坚持要在五星级酒店举办婚礼，这让夫妻俩经济陷入危机。谁知天有不测风云，林洋、陈玉乐乐呵呵要去酒店签约却被告知查无记录，另一边一个公章盖在合同上，10月10日这个良辰吉日被潘圣、王琴这对夫妻定下。林洋、陈玉不服请来消协调解员于文明，于文明渐渐感觉事情一发不可收拾，小两口正愁没台阶下，潘圣把价钱长到五十万。林洋不堪重负觉得自己无法给陈玉幸福，提出分手，陈玉伤心欲绝离开。王琴对潘圣一次次用钱解决问题表示极度不满，怀疑眼前的人是不是自己想嫁的。于文明为两家的婚礼忙前忙后惹来吴春玲误会，自己的婚礼也搭了进去……三个失恋男人小摊喝酒，酒醉三分入愁肠，三人约定把各自的女人追回来，一个良辰吉日三段情缘能否开花结果？,"['剧情', '喜剧']",67,10,2,6.5,22,546,3,22,709,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,20471876,我爱的是你爱我,2013,孤胆少女小乐（王珞丹 饰）因不断给大龄男友亚鹏（张涵予 饰）制造惊喜和浪漫，年愈不惑的亚鹏因无福消受提出分手，转身投入知性女人梁蕾（朱丹 饰）的怀抱。梁蕾在职场上成熟稳健，浑身散发着成熟女人的温暖气息，不过人无完人，她对感情却有着异于常人的执拗，时间不长，亚鹏与她竟到了分道扬镳的地步。天无绝人之路，就在亚鹏自叹命苦之机，温柔贤淑的幼师陈曦（李呈媛 饰）不请自到，这让亚鹏如沐春风，在经历一番最初的热情之后，陈曦终于露出了她骨子里的软胁，俩人又分手了。历经三段感情后的亚鹏开始自我反省，是不是当初跟小乐分手是个错误......,"['剧情', '爱情']",16400,10,2,5.4,47,12805,47,47,26946,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,20472818,诡镇,2014,"容颜憔悴的女作家路云（何超仪 饰）为了撰写最新的小说精疲力竭，她发现自己的记忆变差，许多时候依靠药物来稳定自己的精神状态。近一段时间，路云的情况似乎有所恶化，她经常被一个诡异梦境所困扰，为此几近崩溃。这日一早，噩梦醒来的路云打电话给在外地公干的老公张世权（谢承均 饰），丈夫给她以安慰，并告知当天搭乘飞机回家。而电话的另一头，张世权刚和另一位女子刘伶结束缠绵。在出版社和编辑洽谈时候，路云惊悉丈夫的飞机失事的噩耗。她匆匆赶往事故处理现场，结果偶遇刘伶的丈夫韩斌（夏凡 饰）。

韩斌从妻子的遗物中发现陌生男人的手机，她千方百计试图弄清妻子生前的秘密。通过手机卡，韩斌和路云建立联系，他们也将携手揭开另一半可以隐藏的秘密……","['剧情', '悬疑', '惊悚']",9724,10,2,3.5,93,5891,93,93,10498,93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
351,20472857,百星酒店,2013,百星酒店是一间位于千岛湖的五星级酒店，但酒店中的工作人员都只有四星酒店的工作经验。这些员工中有想当经理的副经理包定（郑中基 饰），觉得自己是明星胚子的餐饮主管兼酒保彭俊（杜汶泽 饰），对待工作严谨苛刻的客房部主管桃姐（吴君如 饰），一心要嫁有钱人的前台嘉美（盛君 饰）。收到会有神秘评级员前来对酒店进行评级的消息，担心被降到四星的集团把炒人不贬眼的经理古黛（毛舜筠 饰）空降到了百星酒店，以促进服务。一个电影剧组来到酒店取景，剧组两大女主角凌梦露（吴千语 饰）和柯夏萍（熊黛林 饰）入住酒店，提出各种无理要求令员工们疲于奔命。与此同时，富商的千金宝宝（薛凯琪 饰）为了顺利继承遗产，决定在百星酒店举办一次假婚礼。包定找来新上任的英俊的保安主任雷劲（于波 饰）假扮新郎，而宝宝的舅舅志强（黄百鸣 饰）企图阻止婚礼、夺走遗产……,"['喜剧', '爱情']",21706,10,2,5.7,1850,9421,1850,1850,41302,2071,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,20473370,校花诡异事件,2013,"华西学院的校花苏苏（赵奕欢 饰）独自赴景区旅游，结果遭遇山洪暴发，不得已滞留期间。她辗转来到老旧古朴的平安旅馆。经过一番讨价还价，她决定暂且在这里待上一周。电闪雷鸣的夜晚，接二连三诡异恐怖事件，令苏苏提心吊胆，惶恐难耐。次日一早，她结识了同样被困住的理工大学生陆苗（孔千 千 饰）、杨东（翟文斌 饰）以及摄影师林枫（王一 饰），青年人在一起让她暂时忘却昨夜的经历，而与林枫似曾相识的感觉又让苏苏隐隐预感到一段美好缘分的开始。

只是在这片几乎与世隔绝的荒郊野外，种种意想不到的恐怖经历交替出现，带给苏苏最难忘记的阴森记忆……","['惊悚', '恐怖']",7888,10,2,3.5,28,2515,5,28,3153,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353,20483435,玛德2号 瑪德2號,2013,"曹宜（徐若瑄 饰）是一位单亲妈妈，和儿子小虎（阿瑞 饰）过着相依为命的生活。为了维持生计，曹宜必须马不停蹄的工作，抓住一切机会赚取外快，这让她在公司里很不讨老板的欢心，甚至被外派，来到了摄影师小铁（黄晓明 饰）的身边当他的小助理。

小虎眼看着妈妈每天忙来忙去，却忘了关心自己，于是，他向圣诞老人许愿，希望妈妈能够变得像动画片里的机器人“玛德2号”一样强大和无所不能。连日的辛苦让曹宜出现了过劳的症状，将这一切看在眼里的小虎把过错怪到了自己的头上，他害怕妈妈真的变成了永不停歇的机器人，最后因为使用过度而彻底当机。为了避免这一现象的发生，小虎想到了一个绝妙的计划。","['剧情', '家庭']",2205,10,2,4.5,11,28328,15,11,44280,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,20491427,2B青年的不醉人生,2012,"2012年12月28日，由黄渤独立创作的实验微电影《2B青年的不醉人生》正式上线。讲述一位“2B”青年（黄渤饰）醉闯KTV所经历的众生百态。半醉半醒的他，一会儿纠缠在妖娆妩媚的桌舞女郎身边，一会儿误闯生日聚会的包间，或是跟喝闷酒的孤独男人举杯畅饮，或是呼朋唤友却忘记包间号码……黄渤这次大玩儿高难度的一镜到底，以醉酒青年的视角展示这光怪陆离下的KTV小世界。

自编自导自演的黄渤不仅独挑大梁，还身兼策划、摄影、录音、美术、服装、化妆、道具、置景、场务和司机数职。黄渤以其旺盛的创作欲望和饱满的工作热情，开启了微电影贺岁档的热潮。",['喜剧'],4727,10,2,6.3,35619,35619,35619,35619,37150,35619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,20495598,石头剪刀布,2013,微电影《石头剪刀布》根据热传微小说《男孩出剪刀，女孩出布》改编。王学兵饰演的警察和他的未婚妻被迫卷入了一场疯狂的游戏。,"['爱情', '悬疑', '惊悚']",520,10,2,5.7,1130,7386,97,1130,10734,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
356,20496540,反角度美丽,2012,唐晓菲（李欣颖 饰）是一个来自南方小城的普通女孩，年幼时父母离异。大专毕业后她像很多同学一样选择了来北京闯荡，然而因为学历等各方面原因，找工作处处碰壁，只能在一家鞋店做售货员。她也离自己最初想来北京扎根的梦想越来越远。一个偶然的机会她被一家模特公司的“星探”看中，于是误打误撞地开始了自己的脚模生涯，在面对顶头上级王伟（赵滨 饰）的苛刻要求的同时，与合租男孩严杰（代旭 饰）的关系也开始产生微妙的变化。而母亲的突然到来，更令她的脚模生涯差点宣告结束。就在一切看似就要有一个圆满的结局时，她却重遇了那个令她永生难忘的人……,['剧情'],251,10,2,5.7,57,1638,65,102,1863,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,20497559,猎仇者,2013,张金（樊少皇 饰）是赫赫有名的黑帮马仔，这天，刚刑满释放的他在一家餐馆被人追杀，对方对他连开数枪后迅速逃逸。命不该绝的张金并没有死，惊恐中他在怀疑到底是谁要将他置于死地。经过一番周密考虑，他决定只身调查。首先，他包下了杨言（吴镇宇 饰）的出租车作交通工具，从此，杨言的命运和他綁在了一起。令张金百思不得其解的是自已得罪了谁，非让对方索取自已性命，他锁定入狱前的三个仇家，伹最终又否定了他们是猎杀自已的真凶，张金早年的犯罪生涯被层层剥离开，杨言受雇于张金也是另有所图，故事走向扑朔迷离......,"['悬疑', '惊悚', '犯罪']",9186,10,2,4.2,6,19889,20,6,30009,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,20501146,都是手机惹的祸,2013,知名手机品牌金苹果公司唐总（张国强 饰）经过多年努力，推出最新款高端手机“金领爵士”，它足能以压倒性的优势引领未来十年的手机市场。与唐总明争暗斗了多年的“山寨机之王”春鸽（史可 饰）得知此讯，派儿子英俊（田亮 饰）去充当商业间谍，混进金苹果公司偷窃样机，由此拉开了一场斗智斗勇、笑料百出的夺宝大战，但螳螂捕蝉黄雀在后，最终双方都陷入了一个更大的阴谋之中……,['喜剧'],127,10,2,2.2,10,2558,4,10,4703,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359,20505982,寒战2 寒戰II,2016,冲锋车案件主谋李家俊（彭于晏 饰）设计逃脱警方控制，与幕后黑手汇合，联手策划更大阴谋。而现警务处长刘杰辉（郭富城 饰），前警务副处长李文彬（梁家辉 饰），和资深大律师简奥伟（周润发 饰）被卷入其中，香港将面临更加大的危机……,"['剧情', '动作', '犯罪']",241477,10,2,7.1,399,31302,399,692,132165,728,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,20513059,被偷走的那五年,2013,"浪漫美好的蜜月之旅，突然以一场车祸戛然而止。曾经沉浸在无上幸福中的何蔓（白百何 饰）从昏迷中醒来，却从姐姐何琪（戴君竹 饰）那里得知自己已经和深爱的老公谢宇（张孝全 饰）离婚的消息。原来她不久前刚刚出了一场车祸，导致忘记了过去五年间发生过的所有事情，最后的记忆只停留在2007年蜜月旅行的梦幻时刻。五年的时间，身边的人和整个世界都发生了太多太多的事情，她痛哭流涕，找到已有新女友的谢宇渴望找回往昔的记忆。

许是心疼这个曾让自己又爱又恨的女人，谢宇暂时将何蔓留在家中。失落的时光与记忆，物是人非后什么是珍藏彼此心底……",['爱情'],149924,10,2,6.0,1163,11977,1163,1163,27667,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,20513060,三更车库,2014,"坐落于某繁华都市闹市区的大厦，担任保安的小包（林家栋 饰）和罗坤（方力申 饰）百无聊赖盯着监控视频，偷窥红男绿女的各种勾当。白总（谢君豪 饰）的车控失灵，小包和罗坤赶来帮忙，事后小包将某车位前的木牌子扔进了垃圾桶里。谁知不久，他便从罗坤口中听到了一个可怕的都市传说。据说当初围绕该车位，曾有两组人马死于残酷的事故，在此之后该车位以及那个写着“尸家车位”的木牌子就成了令人恐怖忌惮的存在。

不久之后，小包死于恐怖事件，而罗坤和在该大厦某公司上班的丽莎（尹素怡 饰）则从此深陷神秘灵异的梦魇之中，难以逃离……","['悬疑', '惊悚', '恐怖']",2342,10,2,3.4,26,7594,26,26,13498,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
362,20513061,京城81号,2014,"台湾女作家许若卿（林心如 饰）为了与情人赵亦堂（吴镇宇 饰）生活在一起而迁居内地，临走前母亲（金燕玲 饰）给了她祖上留下来的老宅钥匙，于是若卿带着女儿小梦（张煜雯 饰）住进了传说中的凶宅——朝内81号。亦堂的妻子（夏文汐 饰）不肯离婚，加上他常因工作与秘书琉璃（莫小棋 饰）在一起，这让若卿心神不宁。诺大的宅子除了一名老佣人（袁祥仁 饰）便无他人，可是小梦却说自己常与一个红衣小姐姐玩耍，大胆的若卿想要一探究竟，却意外发现了宅子的尘封往事。原来这一切与老宅原来的主人霍家三兄弟息息相关，霍家三少爷霍连奇（杨佑宁 饰）一心想娶青楼头牌陆蝶玉为妻，陆蝶玉却阴差阳错与二少爷（李菁 饰）进行了冥婚，这一场闹剧直接导致了日后霍家的全面衰败……而现实中若卿愈发地感觉到了宅子的超自然力量。

本片改编自民间传说的四大凶宅之首“朝内81号”的诡异故事。","['剧情', '悬疑', '恐怖']",103636,10,2,4.8,430,19889,437,430,50288,565,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,20514902,闯入者,2014,独居老人邓美娟（吕中 饰）因为常常接到骚扰电话而忧心忡忡，但是大儿子大军（冯远征 饰）及大儿媳（秦海璐 饰）却认为是老人因为丧偶而引发的臆想症。老邓试着跟小儿子小兵（秦昊 饰）沟通，却演变成因为看不惯同性恋儿子的生活习惯引发的争吵。就这样，老邓变成了两个儿子生活中的闯入 者，格格不入地生活在老房子里。随着时间的推移，小区内发生的入室抢劫案以及大军家里发生的恶作剧事件，逐渐让一家人变得警惕起来，而就在此时老邓遇到了一个游荡的少年（石榴 饰），并好心地让他在家里借住。可是事件并没有平息，而是愈演愈烈，两兄弟终于发现一切事件的发生都与几十年前母亲在三线建设中发生的事有密切关系……,"['剧情', '犯罪', '惊悚']",61885,10,2,7.6,11874,21129,11874,11874,45828,12314,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
364,20515018,白狐,2013,"古时候，孤仙谷的小翠（钟欣桐 饰）爱上了凡界少年王元丰（张智霖 饰）。当时正处仙魔世界，天地间一片混沌，而元丰身上隐藏的至阳玄魄，乃邪魔妖道的终极克星。身为孤仙的小翠性格孤独且叛逆，很想有一段九尾孤式的爱情，此时正好遇上了看似傻傻的元丰。元丰看似憨傻，实则内心灵秀，他大智若愚，特别是身居奇功后，越发刚猛酷烈、英气勃发。小翠的妈妈孤母（惠英红 饰）一生养育了十个女儿，在她身上既有慈母的温柔又有孤狸的野性。以元丰为首的正义力量与海蝠王（高虎 饰）为首的邪恶势力展开了生死较量……

本片改编自《聊斋志异》。","['动作', '爱情', '奇幻', '古装']",11130,10,2,3.5,46,10082,476,46,28307,522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,20515070,军中乐园 軍中樂園,2014,"海龙菜鸟小宝（阮经天 饰）来到海天一色的金门，欢迎他的却是魔鬼士官长老张（陈建斌 饰）带来的铁血磨练。惨遭退训后，他被分发到有“军中乐园”之称的特约茶室，却在这里遇到了新训中心的好友华兴（王柏杰 饰），也发现了老张对阿娇（陈意涵 饰）情有独钟的秘密，坚守忠贞的他这时也被侍应生妮妮（万茜 饰）吸引，展开了一段幽微的情愫……

就当一切看似美好之际，茶室出了意外，风声鹤唳下，小宝偶然间又得知了妮妮深藏心底的秘密！他的世界开始动摇之际，变化接踵而至……","['剧情', '历史', '爱情']",82280,10,2,7.4,6556,27776,6556,6556,61015,6582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,20515265,圣龙奇兵大冒险,2013,"在很久以前，古代中原之地，粮田万顷，稻谷飘香。而近邻塞外野狼族一直对这片富庶之地一直虎视眈眈。于是，十二年之后，一纸战书传来。一场大战避无可避！

凤凰古城中，命运的造化将拾儿、红袖、九斤、巨象、大花面、狂牛这六个普通少年推向了这场战争的风口浪尖。

拾儿，他本是一名孤儿。因常年在果栏做苦力，并跟随年迈的师父修习武艺，练成独门绝技“飞云连环腿”，与年龄相仿的五个少年一起无拘无束玩耍，而内心深处共同怀揣着炙热的惩恶扬善以及武侠梦欢乐成长！

兵临城下，而几位少年的离奇身世随之浮出水面——那个挑起战火的野狼族首领竟是拾儿的生身父亲，一直与自己并肩作战的红袖竟是中原皇帝的独生爱女；父子骨肉之情浓于水，乡亲养育之恩重如山，伙伴相守之情义薄云天！少年们内心波澜起伏，难以取舍！

大爱无疆，天下与共。自古英雄出少年，真正的奇兵勇士贵在敢于冒险，骨子里沸腾着侠义的热血。个人执念抛弃一边，如何用一招“凤舞九天”力挽狂澜于既倒。成败一念，取舍之间，奏一曲少年英雄梦，谱一段侠骨柔肠！","['动画', '冒险', '武侠']",286,10,2,5.6,7,157,0,11,335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
367,20515282,说说美丽世界,2012,"我叫罗光明。我是说说的爸爸，说说没得妈，她是我捡回来的。

医生说，我有遗传病，父母是近亲。在我20岁的时候，慢慢看不见了。

没瞎的时候我还能看得见人、树、白云、夜，还有姑娘，后来我的眼就不球行喽。命，有时候不认也不得行。我不想活了，我帅，认得字，也认得美女。可我现在变成个瞎男人。

我去死，死球不成。我听见了一个娃娃咿咿呜呜地哭，我抱起了她，是个豁嘴儿。我就把这个女娃儿抱回家，当她的爸爸。

我给女娃儿起名叫小小。后来小小长大了，从来不敢说话，因为她的嘴唇关不住风，我又给小小改名字叫说说，希望她多说话。

哥哥是瘸子，我是瞎子，这都赖我妈，我不敢赖我爸，等爸死的那天我问我妈，为啥子要嫁给我爸，明晓得我哥是残废，为啥子还要生下我，我妈最后说，喜欢噻……

把说说养大，真是烦球的很。说说大了些，我攒了些钱，带她去看病，大夫说，她的病叫唇腭裂，是先天的。这个病要治好多回。

说说喜欢画画，画各种各样的妈，可她从来也没有见过妈的样子，她说她做梦梦见的妈是一团气，不是一个人。

说说最害怕说话，因为她根本说不清楚。做了手术以后，我说，说说，你要用嘴当爸爸的眼睛，爸爸就能看见周围的世界。“世界，”我说，“就是你看见的，说给我听的，我心里能想到的。”

说说就开始说：一座山，一棵树，一条河，一个好看的女人。花，一颗眼泪，一夜的梦，远的地方有一棵树，再远的地方，鸟飞在天上，再再远的地方，看不见了……",['剧情'],211,10,2,7.8,17,1192,17,17,1226,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
368,20515977,魔警,2014,"从警十七年之久的王伟业（吴彦祖 饰），因为童年和家庭的原因，内心极度不安的他同时秉持着绝对的正义感，以致于其待人接物过程中矫枉过正，与同事交流多有不畅。在驻守急诊室的某个夜晚，伟业为某个急需稀有血型的重伤患者输血，谁知对方是作恶多端的银行抢劫团伙鬼王党的头目韩江（张家辉 饰）。伟业因此受到同事的谴责，而不久后韩江还偷偷溜走，旋即率领同伙犯下滔天大案，伟业的同事更在交火中火焚而亡。人在做，天在看，彪悍跋扈的韩江也从没想过自己会被欲望无情吞噬。另一方面，伟业的精神状况愈加令人堪忧，他拒绝接受心理辅导，宛如鬼魅一般执着地追踪韩江的同伙。

他见证着背叛与杀戮，也坐视内心强大信念的轰然垮塌……","['动作', '犯罪', '悬疑', '惊悚']",60988,10,2,6.1,6643,30603,6643,6643,52343,6679,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
369,2124708,形影不离,2011,《形影不离》讲述的是发生在中国某南方城市的一个多线索和情节曲折的另类故事，它兼具剧情、心理悬疑元素：吴彦祖扮演的李越是一个工作和家里遇到麻烦不断的年轻工程师。他的妻子阿胖（龚蓓苾饰）是个貌似很情绪化的暗访记者，而闫妮饰演的上司给李越带来了不少压力。故事的开始，李越因种种原因试图自杀，却巧被他的老外邻居老查（凯文·史派西 饰）救下，俩人因此成为了好朋友。于是“失控”的他们共同踏上了生命中的一个完全意外的旅途。但老查真的只是一个普通的邻居吗？,"['剧情', '悬疑']",20727,10,2,5.9,1541,40032,1541,1541,92345,1541,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,21264283,钢刀,2016,"哥哥王炳生（何润东 饰），弟弟陈铁金（李东学 饰），他们曾是相依为命、甘苦与共的兄弟。甚至哥哥炳生为弟弟铁金顶罪入狱十年，满身的伤疤与玩世不恭的态度是这十年的烙印，不变的却是兄弟之间的感情。不料在命运的捉弄下，两人在兵荒马乱的世界里失散，走上了不同的人生道路……

再度相逢时，曾经的患难兄弟已经势不两立。手足情深与家国信仰的冲突，令昔日兄弟成为生死之敌，最终展开了一场生死较量……","['剧情', '动作']",3226,10,2,3.9,170,2957,170,170,8759,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371,21264290,楼,2013,"一幢相传多年鬼楼，频频出现闹鬼事件，有人发起一个“鬼楼探秘”的征集令，网络女作家夏立冬（林心如 饰）也加入了此次行动，和探秘发起人孙大圣（苗皓钧 饰）等人一起探寻鬼楼之鬼的真面目。一夜过去，一行人的经历虽然惊奇，但依然没有见到鬼，于是相约再来探寻。

夏立冬的情人、有妇之夫梁浩男（陈司翰 饰）在得知夏立冬参加鬼楼行动之后，意外地表示支持，并将夏立冬送到了鬼楼。因为迟于约定时间赶到，不明情况的夏立冬只身进入了鬼楼。恐怖的景象接二连三地发生，夏立冬以为自己所经历的就是鬼楼的真相。当她准备将这一切公之于众时，却不知自己已被卷入一场巨大的阴谋漩涡，最为恐怖的鬼楼之鬼也远非如她所见……","['悬疑', '惊悚']",2370,10,2,2.9,10,4610,20,10,8734,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,21264303,如果没有你,2013,该片讲述了原本活泼自信的女孩在朋友的帮助下走出地震带来的心理阴影。,['剧情'],58,10,2,3.2,7,57,2,7,57,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,21266940,衰鸟向前冲,2013,袖珍男子汉阿芬（胡淑芬 饰）咋听也象取了个女人名，他辞掉令人羡慕的公务员工作，离开女友（何兰 饰），只身来到北京闯荡。初来乍到北京城，无依无靠的阿芬最后混的连一碗酸辣粉都喝不上，因交不起房租被房东赶出，只能露宿街头。但信心满满的他认定开弓没有回头箭，在电话中对女友谎称自己在北京开了公司，令女友对他刮目相看。一日，某公司李老板（任大为 饰）收留了饿晕街头的阿芬，阿芬吃饱饭后一通喋喋不休的宏篇大论让李认为这是个可用之材。阿芬不辱使命，从头到脚对李老板来了个全方位包装，使其很快名声在外，但麻烦也接踵而来，原不知名的李老板虽说一夜风光，可原来生意场上的债权人纷纷上门讨债......,['剧情'],986,10,2,6.5,60,3,60,60,3,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,21319204,杨光的快乐生活,2013,"杨光（杨议 饰）和他的哥们尤条（韩兆 饰）遇到了真正的麻烦，条子被查出身患绝症。杨光决定，要让条子欢乐的走完人生路，实现他没有完成的心愿。然而条子的种种愿望荒唐无理，找初恋、回老家、当皇上、临幸贵妃……让杨光应接不暇越帮越乱，上演了一场笑料百出令人捧腹的“甲方乙方”。就在这场混乱中，杨光一不小心又与条子初恋情人陈晨（魏一 饰）产生感情。两个屌丝和一个伪装女神的女屌丝，啼笑皆非的三角恋也在乱成一团中拉开序幕……

本片为电影版《杨光的快乐生活》，天津味道浓郁，由同名热门电视剧原班人马倾力打造。",['喜剧'],2140,10,2,5.6,112,2186,115,112,4313,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,21319306,我的老婆是只猫,2013,"当美洲猫小吉遇上非洲鼠阿祥，曾经以为会是一场天敌间的厮杀，却不想，上演的是一出欢喜冤家的惊天之恋。

但猫鼠之恋，注定是不被祝福的禁忌之爱。面对将被猫母族驱赶、杀戮戍苛挑的小盗吉和阿详，哺脾满怀爱情正能量一路艰辛寻求属于自己的真爱，最终获得了猫族的认可，相伴至永远。","['爱情', '动画', '冒险']",698,10,2,4.7,13,20665,13,13,20681,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
