,id,name,year,url,image,datePublished,genre,language,duration,description,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect
2643,35505100,这个杀手不太冷静,2022,/subject/35505100/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2814949620.jpg,2022-02-01,['喜剧'], 汉语普通话,PT1H49M,魏成功（魏翔 饰）非常热爱表演，然而其貌不扬的他往往只能够在电影里觅得一个跑龙套的角色，可即便如此，魏成功还是无比认真的对待着自己的每一个甚至连名字都没有的角色，这股子劲头引起了当红女明星米兰（马丽 ...,453529,10,2,6.2,115,3429,115,115,9739,115
2644,35514783,裙子剪刀布,2021,/subject/35514783/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2668242878.jpg,2021-07-28,['剧情'], 汉语普通话,PT1H22M,面粉厂初中女孩许毛毛看似与这个小城的孩子们一样，却被电视里维多利亚秘密的走秀与楼下裁缝铺的时尚杂志深深吸引着。直到一位大胆的校园女神出现，许毛毛终于决定拿起剪刀，走上裁剪校服的“时尚之路”。在这场关于...,665,10,2,6.9,25,2380,11,25,4062,11
2645,35530011,蛇王岛,2021,/subject/35530011/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2672950993.jpg,2021-07-21,"['动作', '惊悚']", 汉语普通话,PT1H31M,利欲熏心的地产商为了开发蛇王岛，重金收买以金老四（王洪千 饰）为首的黑市捕蛇团伙，企图登岛扫清蛇患。为了印证泰坦巨蟒存在的传说，身为蛇王后人的陈峥（刘林城 饰）联手动物保护专家周晓晓（邵芸 饰）与金老...,712,10,2,3.8,9,575,9,9,641,9
2646,35547528,梦境人生,2021,/subject/35547528/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2680025206.jpg,2021-09-10,"['剧情', '爱情', '悬疑']", 汉语普通话,PT1H46M,影片讲述了“梦瑜伽”大师李士豪（赵文瑄 饰）突发脑梗，生命垂危之际，女儿水晶（王佳佳 饰）为唤醒父亲，踏上了一场跨越时空的“探梦”之旅。,1187,10,2,3.7,6,7872,6,6,14578,6
2647,35552715,愤怒的黄牛,2021,/subject/35552715/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2675107232.jpg,2021-08-06,"['动作', '犯罪']", 汉语普通话,PT1H18M,老实本分的巴图（吴樾 饰）与妻子塔娜（董璇 饰）努力为生活打拼。不料一场车祸竟让娇妻成为暴徒卡放（古斌 饰）的目标，为了寻找被绑架的妻子，巴图联合侦探颂猜（崔志佳 饰）、好友老焦（杨迪 饰）开启漫漫追...,2318,10,2,4.5,3,2748,0,3,6125,0
2648,35559760,黄庙村·地宫美人,2021,/subject/35559760/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2678123331.jpg,2021-08-20,"['爱情', '悬疑', '惊悚', '冒险']", 汉语普通话,PT1H39M,该片讲述了民国年间，坊间相传芜镇有恶鬼专吃少女，警探谭辉认定此事并非鬼怪，乃是人为。他一路小心翼翼的搜集证据，发现民国少女惨遭囚禁的秘密，却没想到其背后竟掩藏着一个巨大的惊天阴谋...,2884,10,2,4.6,2,190,4,2,533,5
2649,35561555,镇魔司：西域异兽,2021,/subject/35561555/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2676162060.jpg,2021-08-29,"['动作', '古装']", 汉语普通话,PT1H40M,电影讲述大赵王朝四十年，西方蛮族兽主降世风云再起，镇魔司小队平异象行天命，勇征西域诛杀妖邪的故事，展现了镇魔司小队为保卫家国视死如归、荡气回肠的热血成长历程。,980,10,2,4.5,28,1928,28,28,2122,28
2650,35603036,湾区升明月——2021大湾区中秋电影音乐晚会,2021,/subject/35603036/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2685371632.webp,2021-09-21,"['音乐', '歌舞', '真人秀']", 汉语普通话 / 粤语,PT2H50M,,1425,10,2,7.2,8,112902,1,9,815655,1
2651,35604619,盲战,2022,/subject/35604619/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2872304316.jpg,2022-05-01,"['剧情', '动作', '犯罪']", 汉语普通话,PT1H43M,影片围绕前特警队长东谷（安志杰 饰）的故事展开，歹徒袭击法庭，东谷在任务中罹患永久性失明，任务之后更是被胁迫承担失败责任。东谷在女儿的陪伴下逐渐走出阴霾并适应了自己失明的眼睛，曾经的宿敌再度出现，女儿...,5916,10,2,5.5,28,3795,7,28,7111,7
2652,35608160,喜羊羊与灰太狼之筐出未来,2022,/subject/35608160/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2797468943.jpg,2022-02-01,"['喜剧', '动画', '运动']", 汉语普通话 / 粤语,PT1H34M,"喜羊羊、灰太狼与一众小羊组成的守护者队进入篮球顶级赛事决赛，但却意外地败北，团队分崩离析。
虽然各散东西，但对篮球的热爱和对冠军的渴望让大家再次组队，参加新一届大赛，然而这次的对手更强大，他们面临更大...",33570,10,2,6.8,218,157,3,218,454,3
2653,35611465,东北警察故事,2021,/subject/35611465/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2687980991.jpg,2021-10-04,"['剧情', '动作', '犯罪']", 汉语普通话,PT1H23M,讲述了淞北市当地出现了一个新兴犯罪组织，他们通过搭建线上网络赌场，诱骗当地百姓参与赌博非法获利，并用威胁、恐吓等方式，迫使当地企业家成为他们线上赌场代理人。百姓深陷网络赌博的荼毒并欠下高额赌债，倾家荡...,4610,10,2,6.2,11,1052,74,11,1450,74
2654,35613853,长津湖之水门桥,2022,/subject/35613853/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2846021991.jpg,2022-02-01,"['剧情', '历史', '战争']", 汉语普通话,PT2H29M,电影以抗美援朝战争第二次战役中的长津湖战役为背景，讲述了在结束了新兴里和下碣隅里的战斗之后，七连战士们又接到了更艰巨的任务……,290355,10,2,7.2,24465,112902,7386,24465,202276,10840
2655,3562446,东风雨,2010,/subject/3562446/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p475749127.jpg,2010-04-21,['剧情'], 汉语普通话 / 日语,PT1H57M,1941年，太平洋战争前夕。世界局势动荡不安，新一轮大战一触即发。各国势力汇集魔都上海，暗流涌动，危机四伏。中共通过潜伏在日本高层中的共产党尾崎秀实，得到日军即将发动袭击珍珠港的计划，代号“东风，有雨...,19778,10,2,5.5,4715,15322,73,4715,45643,73
2656,35624863,藏草青青,2021,/subject/35624863/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2714587907.jpg,2021-11-05,['剧情'], 汉语普通话,PT1H58M,来自北京的支教老师韩松初到藏区，恶劣危险的生存环境立马给了他一个下马威，被狼王追赶，被动物夜袭，艰苦的生活条件让他不知所措，但藏区学童和同胞们对他的热情与照顾却温暖人心。孩子们眼中的纯真和对学习的渴望...,2134,10,2,7.7,5,94,5,5,125,5
2657,35651759,凡人英雄,2021,/subject/35651759/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2745632415.jpg,2021-11-26,"['剧情', '喜剧']", 汉语普通话,PT1H50M,2020年初，新冠疫情在全球范围爆发。本地酒店小老板达志诚（喻恩泰 饰）正想尽一切办法出手亏本了大半年的酒店；研究生江小天（陈昊 饰）怀揣着自己多年研究心血智能机器人冒险来汉参加面试；有着赛车梦想的东...,978,10,2,5.2,36,6913,36,36,10825,48
2658,3566540,荒村公寓,2010,/subject/3566540/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p588793418.webp,2010-08-13,['惊悚'], 汉语普通话,,数年前，奇幻作家郭径（余文乐 饰）曾写了一部名为《荒村》的小说，故事根据一个的古老传说改编。据说真心想爱的人到了荒村会受到祝福，而虚情假意的情侣则会遭遇不幸，它的凄婉与浪漫让无数青年男女心驰神往。霍强...,14389,10,2,3.9,269,12300,337,269,29371,342
2659,35683855,带你去见我妈,2022,/subject/35683855/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2831589600.jpg,2022-01-07,"['喜剧', '爱情', '家庭']", 汉语普通话 / 潮汕语,PT1H41M,"泽凯跟静珊交往两年了，两个人在深圳一起打拼，相伴相依甚是幸福。但在汕头老家的妈妈，却不知道泽凯已经有了女朋友，不停地给泽凯找对象，甚至安排人跑到深圳来跟泽凯相亲。
泽凯知道，要让妈妈接受静珊是很难迈过...",13981,10,2,7.5,153,59,153,153,154,202
2660,35688847,再战江湖,2021,/subject/35688847/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2780059859.jpg,2021-12-17,['动作'], 汉语普通话,PT1H20M,影片讲述了多年前九龙话事人章山河（陈小春 饰）因与人火拼锒铛入狱，妻子悲痛不已而难产早逝，留下女儿在福利院长大。多年后章山河出狱，决定金盆洗手独自抚养女儿。然而章山河为救昔日兄弟导致黑帮老大塔哩意外身...,1860,10,2,3.1,138,5209,3,138,9768,3
2661,35699937,唐门：美人江湖,2021,/subject/35699937/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2780646829.jpg,2021-12-15,"['动作', '古装']", 汉语普通话,,"唐门凭秘宝洞天仪洞察天机,提前预知恶人名录,并在其作恶之前诛杀,护卫天下太平。可唐门掌门唐无烟之名，竟也出现于洞天仪之上，唐无烟被迫逃走，遇到善良小贼楚晨和小米辣师徒，在其帮助下，重返唐门，打破预言，...",1032,10,2,4.3,20,19243,22,20,26101,25
2662,35700962,东北奇缘,2021,/subject/35700962/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2791236768.jpg,2021-12-25,"['剧情', '喜剧']", 汉语普通话,PT1H25M,女匪首林晓月一见钟情戏班弦师木根，准备将其接入山中成亲。面对这样“彪悍”的老婆，木根三番五次想要逃离却被百般刁难，致使笑料百出。有次林晓月让他去砸窑师长吴宗昌，靠岳父起家的吴宗昌正在筹谋找山贼绑架自己...,1767,10,2,4.9,76,5302,0,76,11098,0
2663,35704493,九龙城寨,2021,/subject/35704493/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2791442817.jpg,2021-12-26,"['剧情', '动作']", 汉语普通话,PT1H24M,东北街霸阿能（释彦能 饰）流落至香港，刚偷渡上岸就遭到警察盘查，幸得留学归来的佳慧（虞朗 饰）将其救下。而佳慧的父亲重病过世，其掌管的城寨南区被各方势力虎视眈眈。阿能及时出手护住佳慧，并在阿坤（吕宇 ...,609,10,2,4.5,21,708,7,21,1383,7
2664,35713025,阴阳镇怪谈,2022,/subject/35713025/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2835947189.webp,2022-01-08,"['惊悚', '恐怖']", 汉语普通话,,憋宝人阎阳一和宝葫芦误入诡异阴阳镇，这里只能进不能出，凡擅自离开者，便会离奇死亡，阴阳镇遍布的恐怖传说，阎阳一虽然不信，但却频频遭遇邪事，阎王让人三更死，能否留命到五更？令阎阳一和宝葫芦更没想到的是，...,11874,10,2,5.4,50,3204,50,50,5146,50
2665,35713177,我不是酒神,2022,/subject/35713177/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2865017876.jpg,2022-01-29,['喜剧'], 汉语普通话,PT1H20M,东北酒厂员工宋海亮（宋晓峰 饰）因被厂长欺骗而欠下工友债务，而南方的酒业销售员熊初墨（林子聪 饰）也因工作疏忽丢了饭碗，两个同样遭受事业打击的人因一通电话意外相识，不约而同地通过“装老板”谈起酒厂大生...,3887,10,2,4.4,8,631,4,8,1959,4
2666,35725825,倚天屠龙记之圣火雄风,2022,/subject/35725825/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2866751663.jpg,2022-02-03,"['动作', '武侠', '古装']", 汉语普通话 / 粤语,PT1H53M,本片讲述了武当派张无忌无意中卷入屠龙刀而起的江湖纷争之中，他为救武林高手前去捉拿赵敏，历经千辛万苦，最终归隐江湖的故事。,17372,10,2,3.8,8403,16153,8403,8472,38154,14830
2667,35725899,缩小人特攻队,2022,/subject/35725899/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2829429926.jpg,2022-01-28,['喜剧'], 汉语普通话,PT1H12M,导游顾嘉带领游客参观传奇科学家杜芬奇故居时，意外启动缩小对撞机，变成1厘米高的小人，在微缩世界经历了一场奇幻冒险之旅。,1208,10,2,3.9,2,895,3,2,1594,6
2668,35737725,阴阳打更人,2022,/subject/35737725/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2854919273.jpg,2022-01-19,"['剧情', '悬疑', '惊悚']", 汉语普通话,PT1H23M,民国十三年，雁城有个打更人，名叫胡樊。打更人是个神秘而古老的职业，除了巡夜报时的工作外，还负责处理在深夜出没的邪祟之物。近日，雁城频频发生凶杀案和失踪案，警察署束手无策，于是去找民间懂法术的胡樊来出马...,1413,10,2,4.7,3,693,2,3,1096,2
2669,35768795,陈翔六点半之拳王妈妈,2022,/subject/35768795/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868488291.jpg,2022-02-18,"['喜剧', '动作']", 汉语普通话,PT1H40M,该影片是陈翔六点半团队的第五部电影，故事围绕搬花工人寒笑笑，讲述了她从一名草根妈妈一路逆袭成为拳场女王的故事。笑笑每天为了家庭操劳，游手好闲的老公、失语的女儿更是让她忙碌奔波。天性乐观的寒笑笑坚信一切...,8354,10,2,5.3,259,680,259,259,1424,259
2670,35786349,亮剑：决战鬼哭谷,2022,/subject/35786349/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2869044102.jpg,2022-03-03,"['动作', '历史', '战争']", 汉语普通话,PT1H18M,1942年初，日军对晋西北根据地疯狂扫荡。为打击日军气焰，李云龙率独立团攻打平安县城。各路日军纷纷赶来救援，我军各部节节阻击。李正虎奉命率骑兵连协助孔捷防守雪狼峪，苦战击溃来敌，却意外发现一股日军精锐...,1220,10,2,4.4,40,892,5,40,1990,10
2671,3578981,叶问2：宗师传奇 葉問2,2010,/subject/3578981/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1556481862.jpg,2010-04-27,"['动作', '传记', '历史']", 粤语 / 汉语普通话 / 英语,PT1H48M,叶问（甄子丹 饰）携家眷来到香港，艰难度日。叶问开武馆宣扬咏春拳术，但无人问津。某日，黄梁（黄晓明 饰）登门拜访，比武之后，甘愿携一班兄弟，拜在叶问门下。黄梁因故与洪拳门下斗殴，结果被捉。叶问来救，却...,243106,10,2,7.4,1804,9269,48,1804,34970,77
2672,35797570,浩哥爱情故事,2022,/subject/35797570/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2869489084.jpg,2022-03-11,"['喜剧', '爱情']", 汉语普通话,PT1H25M,讲述张浩和春晓一路历经坎坷，最终彼此敞开心扉解除误会，配合警方将梅老板等不法分子抓捕归案的故事。,2153,10,2,4.8,418,418,418,418,547,418
2673,35871767,东北告别天团,2022,/subject/35871767/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2872048832.jpg,2022-04-22,['喜剧'], 汉语普通话,PT1H35M,范大明白（崔志佳 饰）在东北从事着白事行业，与众不同的是，范大明白愿意接纳刑满释放的人，为他们提供工作机会。这一天，一名叫做牛硬朗（宋晓峰 饰）的男人来到店里，抛出了豪华大单——三百万的葬礼，范大明白...,17797,10,2,5.9,290,509,290,290,2634,290
2674,35914264,山村狐妻,2022,/subject/35914264/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2874192380.webp,2022-06-02,"['悬疑', '惊悚']", 汉语普通话,PT1H33M,民国年间，一场大雨困住了准备渡河前往喇叭沟唱红事的戏班子。雷雨交加的夜晚，与戏班子一同避雨的竟还有杀人如麻的山匪、身份不明的巡捕…一群各怀鬼胎的人，竟都与十五年前的狐妻事件密切相关···,6452,10,2,6.5,92,247,129,92,635,129
2675,3596502,唐山大地震,2010,/subject/3596502/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p545837150.jpg,2010-07-22,"['剧情', '历史', '灾难']", 汉语普通话 / 唐山话,PT2H19M,1976年7月27日夜，唐山地区爆发7.8级强烈地震，房屋倒塌，灾民无数。面对即将坍塌的危楼，丈夫方大强（张国强 饰）和妻子李元妮（徐帆 饰）都要去救被困的龙凤胎儿女方登（张子枫 饰）、方达（张家骏 ...,420603,10,2,7.8,17097,24026,91,17097,91544,113
2676,3606975,孔子,2010,/subject/3606975/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2036524094.jpg,2010-01-22,"['剧情', '传记', '历史', '古装']", 汉语普通话,PT2H5M,公元前六世纪，孔子（周润发 饰）受到鲁定公（姚鲁 饰）赏识，从中督宰晋升为大司寇，这让他得以实行自己的以礼治国的执政理念。但是，三桓独霸朝纲，也让孔子感受到了重重阻力。他因阻止季桓子（陈建斌 饰）家奴...,84569,10,2,5.6,1368,52104,1368,1368,131212,1772
2679,3649049,金陵十三钗,2011,/subject/3649049/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1322247572.jpg,2011-12-15,"['剧情', '历史', '战争']", 汉语普通话 / 英语 / 日语 / 南京话 / 上海话,PT2H25M,1937年，日军入侵南京，战火中，六朝古都化为废墟，众多中国军民被困城中。一支十数人的国军德械教导队余部在长官李教官（佟大为 饰）指挥下，从日军手中救出了一批教会学校女学生，而李教官等人，至此丧失了出...,642434,10,2,8.3,38211,66543,1494,38211,145137,1494
2680,3681613,大闹天宫,2012,/subject/3681613/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2500167606.jpg,2012-01-11,['动画'], 汉语普通话,PT1H30M,在遥远的东方傲来国，一枚承受了日精月华的石头突然炸裂，从里面蹦出了一只石猴（李扬 饰）。石猴在附近的花果山占山为王，逍遥自在，好不快活。只可惜他虽天赋神力，却没有一件得心应手的兵器。在老猴的建议下，美...,14347,10,2,7.9,1365,35656,1365,1639,132403,1431
2681,3711760,倩女幽魂,2011,/subject/3711760/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p936102091.jpg,2011-04-19,"['剧情', '奇幻', '惊悚', '古装']", 汉语普通话 / 粤语,PT1H38M,燕赤霞（古天乐 饰）年轻时爱上了小倩（刘亦菲 饰），但出于猎妖师的责任，他只能忍痛割爱。他没有杀小倩，而是使之失忆。他和夏雪风雷（樊少皇 饰）联手对付黑山老妖（惠英红 饰），后者牺牲了左臂封住了老妖。...,109012,10,2,5.4,1804,32345,215,1804,77467,215
2682,3736637,苏乞儿 蘇乞兒,2010,/subject/3736637/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p466623093.jpg,2010-02-09,"['动作', '剧情', '历史']", 汉语普通话,PT1H55M,曾为清廷第一猛将苏灿（赵文卓 饰）抛弃大好前程回到家乡，本想自此钻研武学，开宗立代，和妻子袁英（周迅 饰）还有儿子从此不再分离，尽享天伦。不料因为上代恩怨，义兄袁烈（安志杰 饰）练就魔功，杀死苏父，并...,61948,10,2,5.0,2778,52104,514,2778,134100,514
2683,3742360,让子弹飞,2010,/subject/3742360/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,2010-12-16,"['剧情', '喜剧', '动作', '西部']", 汉语普通话 / 四川话 / 山西话,PT2H12M,民国年间，花钱捐得县长的马邦德（葛优 饰）携妻（刘嘉玲 饰）及随从走马上任。途经南国某地，遭劫匪张麻子（姜文 饰）一伙伏击，随从尽死，只夫妻二人侥幸活命。马为保命，谎称自己是县长的汤 师爷。为汤师爷许...,1529908,10,2,8.9,91487,91487,91487,91487,257512,93152
2684,3754946,锦衣卫,2010,/subject/3754946/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p776030044.jpg,2010-02-03,"['剧情', '动作', '惊悚', '武侠', '古装']", 汉语普通话 / 粤语,PT1H52M,明朝末年，皇帝昏庸，曾保家卫国屡建功勋的锦衣卫被奸佞利用，沦为暗杀工具，令世人闻风丧胆。因谋权篡位而被施以刖刑的庆亲王（洪金宝 饰）虽被流放塞北多年，然野心不死，暗中勾结大太监贾精忠（罗家英 饰），企...,135531,10,2,6.0,873,8568,873,873,24554,1201
2685,3767411,感情生活,2010,/subject/3767411/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p779113385.jpg,2010-05-15,['剧情'], 汉语普通话,PT1H30M,小柯（夏雨 饰）和尚若（姚星彤 饰）是一对来自南方的小情侣，他们为了各自心中的理想一同闯荡北京。小柯才华横溢，梦想成为音乐人，然而在物欲横流的浮夸社会，他那蕴含深刻思想的作品不被各唱片公司接受，注定遭...,1745,10,2,5.3,0,6713,642,0,11743,642
2686,3774036,石榴树上结樱桃,2012,/subject/3774036/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1904537338.jpg,2012-06-20,['剧情'], 汉语普通话,PT1H29M,孔繁花（师春玲 饰）是官庄村的村长，尽管身为女流之辈，但孔繁花的能力却一点也不输给男人，在任期间，村子里大大小小的事务均被她安排的井井有条。换届选举即将来临，希望能够连任的孔繁花斗志昂扬地投入到了“战...,723,10,2,5.0,3,8294,20,3,8700,23
2687,3778238,歼十出击,2011,/subject/3778238/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p936656881.jpg,2011-03-10,"['剧情', '动作']", 汉语普通话,PT1H35M,空军903师是一支有着光荣传统的优秀部队，副师长印双虎（李光洁 饰）飞行技术高超，是师长的有力竞争人选。在与参谋长岳双龙（王斑 饰）的演练对抗中印双虎胜出，但其僚机却遭遇飞鸟撞击事故，在鸟类学家柳琪（...,2971,10,2,4.6,59,3704,3,59,8958,3
2688,3781133,倾城,2013,/subject/3781133/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1951538144.jpg,2013-05-10,"['剧情', '犯罪']", 汉语普通话,PT1H34M,西南某城警官王老石（丁勇岱 饰）对五年前逃脱的银行盗窃犯刘川（黄觉 饰）一直耿耿于怀，发誓要亲手抓获。刘川东躲西藏了好几年，为了女儿，他再次潜回小城，却与王警官不期而遇。两个人展开生死追逐。就在王老石...,2511,10,2,6.4,234,4769,234,234,10746,238
2689,3792787,长江7号爱地球,2010,/subject/3792787/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p540441562.jpg,2010-07-09,['动画'], 汉语普通话,PT1H23M,狄爸（石仁茂 配音）与儿子小狄（徐娇 配音）居无定所，他每日在各建筑工地打零工，干最辛苦的活，可为了儿子将来有个好的前途，他勒紧裤带把儿子送进一所贵族学校。一天，狄爸在拉圾箱里捡到外星生物7仔，7仔象...,8574,10,2,6.2,65,74215,74215,65,81752,74215
2690,3792799,岁月神偷 歲月神偷,2010,/subject/3792799/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,2010-02-14,"['剧情', '家庭']", 粤语 / 汉语普通话 / 英语 / 上海话 / 法语,PT1H57M,"60年代的香港，风云变幻。一面要忍受港英政府的压制，一面又受到内地运动的波及，更要面对不时登陆的台风暴雨。老字号的永利街就处在这样一个风暴的旋涡中心。
鞋匠罗一家四口，在街尾以做鞋为生。罗先生（任达华...",540978,10,2,8.7,1479,26908,3300,1479,55410,4779
2691,3792816,精武风云·陈真 精武風雲·陳真,2010,/subject/3792816/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p620331226.jpg,2010-09-21,['动作'], 粤语 / 汉语普通话,PT1H46M,"https://site.douban.com/106750/ 精武风云·陈真豆瓣小站
为弘扬民族正气，精武英雄陈真（甄子丹 饰）当年在上海虹口道场击杀日本武术高手。在此之后他更名改姓，背井离乡，远赴法...",70292,10,2,6.1,8278,35619,1586,8278,128741,1612
2692,3796592,用心跳,2010,/subject/3796592/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p621258554.jpg,,['剧情'], 汉语普通话,PT1H40M,《用心跳》讲述的是个穿越的题材，三十年代的六个戏班小子穿越时空隧道来到2009年的上海，却必须每人收两个徒弟才能“回到过去”。片中胡军扮演六个小子的师傅，林熙蕾扮演现代社会中的老板娘，赵雅芝则扮演俄国...,215,10,2,4.1,8478,24921,44,8478,121252,44
2693,3804746,花田喜事2010 花田囍事2010,2010,/subject/3804746/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p815404632.jpg,2010-02-10,"['喜剧', '爱情', '古装']", 粤语 / 汉语普通话,PT1H33M,花田国太后思女成疾，国王沧海（古天乐 饰）急召公主遗珠（杨颖 饰）回国冲喜。遗珠公主前往中原学习多年，并与中原护花大将军麦炳荣（郑中基 饰）私定终身。在大将军护送公主回国途中，从海上救起落水女子黄莺（...,74821,10,2,5.3,4737,27592,1526,6263,84248,1574
2694,3804891,无人区,2013,/subject/3804891/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2159072475.jpg,2013-12-03,"['剧情', '犯罪', '西部']", 汉语普通话 / 陕西方言 / 甘肃方言,PT1H57M,小有名气但利欲熏心的律师潘肖（徐峥 饰），凭借扎实的法律知识和巧舌如簧的庭辩技巧，成功帮盗捕国家珍禽阿拉泰隼并残忍杀害一名警察的西北盗猎团伙老大（多布杰 饰）洗脱罪名。老大承诺十天后付清余款，潘肖则要...,491169,10,2,8.3,21190,35619,21190,21190,98314,22930
2695,3811388,超蛙战士之初露锋芒,2010,/subject/3811388/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p450957190.jpg,2010-06-01,"['科幻', '动画', '冒险']", 汉语普通话,PT1H30M,故事讲述工业革命后几十个世纪，地球已经不再适合人类生存。人们为了适应恶劣的环境而不得不对自身进行物种基因改造。与此同时，为了扩展生存空间，一些勇敢的人类携带着人类科技的结晶，出发前往宇宙各处去寻找可以...,729,10,2,4.3,23,43,23,23,44,23
2696,3813779,剑雨,2010,/subject/3813779/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p636665128.jpg,2010-09-03,"['动作', '爱情', '武侠', '古装']", 汉语普通话,PT2H0M,八百年前，天竺人罗摩来至中原弘法，其死后尸体被人盗取并分为两部分。传说拿到罗摩尸体的人能练成绝世武功，因此江湖上风波骤起。时有转轮王（王学圻 饰）操控的黑石杀手集团，专为朝廷杀害谋逆相左之人。转轮王率...,194701,10,2,7.6,14184,16679,1175,15359,86801,1175
2697,3820191,杜拉拉升职记,2010,/subject/3820191/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p458323215.jpg,2010-04-15,"['喜剧', '剧情', '爱情']", 汉语普通话 / 英语,PT1H45M,杜拉拉（徐静蕾 饰）是个初入职场的小白领，由于前任老板总是对她性骚扰，所以她决定跳槽，进入了著名跨国企业DB。DB的销售部金牌经理王伟（黄立行 饰）与HR副总监玫瑰（莫文蔚 饰）是一对地下情人，但是由...,206917,10,2,5.6,6785,8293,6785,6785,24366,6822
2698,3821067,一代宗师 一代宗師,2013,/subject/3821067/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2217557172.jpg,2013-01-08,"['剧情', '传记', '动作', '爱情']", 汉语普通话 / 粤语 / 日语,PT1H51M,广东佛山人叶问（梁朝伟 饰），年少时家境优渥，师从咏春拳第二代传人陈华顺学习拳法，师傅“一条腰带一口气”的告诫，支持他走过兵荒马乱、朝代更迭的混乱年代。妻子张永成（宋慧乔 饰）泼辣干练，二人夫唱妇随，...,559266,10,2,8.1,82148,61805,82148,82148,194294,93138
2699,3824500,魔侠传之唐吉可德,2010,/subject/3824500/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p544535503.jpg,2010-10-15,"['剧情', '喜剧', '动作', '爱情', '武侠', '古装']", 汉语普通话,PT1H47M,话说某朝某代，蜀中有一户唐门，祖上本是武功高强的盖世英雄，传至唐方海一辈，则一心教授四个儿子饱读圣贤之书。然而唐家第三子唐吉（郭涛 饰）字可德，无心圣贤，专好武侠神怪小说，以至于走火入魔，不辨虚实。这...,7136,10,2,4.4,170,7468,467,170,19736,637
