,id,name,year,url,image,datePublished,genre,language,duration,description,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect
0,10344754,毒战 毒戰,2012,/subject/10344754/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1924498395.jpg,2012-11-15,"['剧情', '动作', '犯罪']", 汉语普通话 / 粤语,PT1H48M,刚刚结束一次危险任务的津海市缉毒大队队长张雷（孙红雷 饰），在医院意外见到因车祸入院治疗的香港人蔡添明（古天乐 饰），身经百战的张队迅速判定蔡与毒品勾当有关。通过对蔡的审讯得知，有一车来自粤江的冰毒当...,210072,10,2,7.5,34235,27592,5441,34235,107664,7410
1,10355621,粉红女郎之爱人快跑,2013,/subject/10355621/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2085235583.jpg,2013-08-23,"['喜剧', '爱情']", 汉语普通话,PT1H41M,为了泡到一个男朋友，结婚狂（阿雅 饰）碰见魔术师高明（锦荣 饰）后，便告诉对方自己怀了他的孩子。高明落跑，结婚狂在好友男人婆（张馨予 饰）、万人迷（刘凡菲 饰）、哈妹（黄一琳 饰）的帮助下从成都飞到台...,1826,10,2,3.2,65,3861,65,65,13658,65
2,10355633,绝命藏宝图,2012,/subject/10355633/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2166519962.jpg,,"['动作', '悬疑']", 汉语普通话,PT1H31M,"一对不食人间烟火的青年男女——彭少文和程雪珂狼狈地逃到余姚县城门口，他们身后有一群凶神恶煞的武林高手在追赶。
刘捕头盘问彭少文二人，发现他们一问三不知，连朝代年号都不知道。余姚知县陈广云见程雪珂姿色艳...",78,10,2,3.2,43,43,43,43,69,43
4,10430281,七个隆咚锵咚锵,2012,/subject/10430281/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1377187455.jpg,2012-01-25,"['喜剧', '爱情']", 汉语普通话,PT1H39M,韩峰（韩兆 饰）在一天之内丢掉了工作和恋人，一无所有的他陷入了人生的低谷之中。然而，韩峰的运气发生了触底反弹，他竟然被大名鼎鼎的大时代公司给录用了。不过，得意忘形的韩峰很快就犯了错误，遭到了人事部经理...,506,10,2,4.9,115,161,115,115,340,115
5,10437802,武当少年 武當少年,2010,/subject/10437802/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2711962641.jpg,,"['剧情', '儿童']", 汉语普通话,PT1H30M,"主人公翔翔原本是一个天真浪漫，活泼好动的孩子，在一次观看武当武校在台湾的表演后，萌生了赴武当习武的念头。
翔翔母亲以琳单身抚养孩子，工作也很繁忙母子俩人相依为命。
天有不测风云，可怕的病魔降临到了翔翔...",68,10,2,6.1,2,192,2,2,233,2
6,10438426,浮城谜事,2012,/subject/10438426/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1722545381.jpg,2012-10-19,"['剧情', '犯罪']", 汉语普通话,PT1H38M,警察童明松（祖锋 饰）负责调查一起车祸，大学生蚊子（常方源 饰） 意外惨死，童明松决定同哥们儿——喜欢蚊子的修车工秦枫（朱亚文 饰）一起调查事件真相。两人追查真相时牵扯出了中产阶级夫妻乔永照（秦昊 饰...,145555,10,2,7.5,53030,29496,53030,53030,77391,55953
7,10441578,双胞胎,2011,/subject/10441578/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2628286079.jpg,,"['剧情', '家庭']", 汉语普通话,PT1H32M,李春李东是一对双胞胎。从小父母偏心，一切李春优先。按照二姐李清的说法，父母把李春当正品，把李东当次品养。奶水不够，父母就决定丢卒保车，把李东送到山区去喂养，导致李东从小营养不良，体弱多病，智商受损。尤...,586,10,2,7.1,13,2,13,13,3,13
8,10449536,北漂鱼,2013,/subject/10449536/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1965291518.jpg,2013-06-21,['喜剧'], 汉语普通话,PT1H28M,大龄北漂余小宝（姜峰 饰）闯荡京城多年只有一个心愿，那就是涉足影视圈，天天与明星为伍，无奈天不遂人愿，至今生活潦倒窘迫。由于虚荣心作怪，他告知家人自己已做了导演，其实他刚刚混上剧照师而已。女儿欣喜若狂...,3849,10,2,4.6,5,3660,5,5,4672,5
9,10449555,热血街头,2012,/subject/10449555/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1698447523.jpg,2012-07-20,"['剧情', '动作']", 汉语普通话,PT1H27M,因父母亡故，李斯（李斯丹妮 饰）与哥哥（王传军 饰）相依为命，缺少家教的兄妹二人在叛逆期双双误入岐途，迷途知返的李斯在兄长入狱后独自去另外城市寻求新的开始。樊星（柯有纶 饰）自幼与猛兽为伍，女友去世后...,1141,10,2,4.2,20,6628,20,20,10584,20
10,10453730,伤心童话,2012,/subject/10453730/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1697361012.jpg,2012-09-14,"['喜剧', '爱情']", 汉语普通话,PT1H32M,影视公司宣传企划杨佳（刘诗诗 饰）得了怪病，命悬一线。暗恋她的程序员刘同（胡夏 饰）为使她不留遗憾，决定在她每次昏迷苏醒之际，以穿越之名为她圆梦。但，刘同的行动并不顺利，除了突发情况带来的穿帮，还有来...,19960,10,2,4.9,25,17961,25,25,20814,25
12,10458675,聊斋志异之桃花劫,2010,/subject/10458675/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2742087877.jpg,,['剧情'], 汉语普通话,,家境显赫的柳老爷寿辰之际，宴请八方宾朋，趋炎附势、嫌贫爱富的故交黄老爷张罗要将自己的女儿小仪和柳家公子柳和定下娃娃亲。双方一拍即合，满心欢喜。谁知柳家门客宫梦弼大破冷水，指出黄老爷的品性，令主宾双方颜...,309,10,2,4.1,35,1680,476,35,1975,476
13,10460130,重返大海,2012,/subject/10460130/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1769035677.jpg,2012-01-27,"['动画', '冒险', '家庭']", 英语 / 汉语普通话,PT1H37M,纽约湾的海域里生活着一个飞鱼家族，年轻的飞鱼Kevin（李俊宇 配音）已被父亲选中作为下一代的头鱼。他梦想着有一天能带领整个家族前往飞鱼故乡巴巴多斯。在一次争吵后冲动地冒险挑战人类的捕鱼区，不幸被捕，...,3601,10,2,5.3,0,227,1,0,251,1
14,10461347,美人三嫁,2012,/subject/10461347/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2867683710.jpg,2012-01-14,"['传记', '爱情']", 汉语普通话,PT1H30M,"《美人三嫁》是北京东方飞云国际影视公司拍摄制作的电视电影，将于2012年01月14日在辽宁卫视《北方影院》栏目中首播。
民国初年，军阀混战，草莽出身的沈虎占据了整个北京城，并强抢前清肃亲王府的七格格玉...",328,10,2,6.6,27,45,8,27,125,8
15,10464232,糖豆八部,2012,/subject/10464232/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555250264.jpg,2012-01-30,['喜剧'], 汉语普通话,PT1H28M,影片讲述一个奋战在糖果行业的销售精英，勇于面对形形色色的商场老赖和公司内部腐败分子，不抱怨、不妥协、不放弃，带领自己的团队，用反常规的智慧在“职场江湖”中自我提升的传奇故事。,310,10,2,6.2,68,69,0,68,138,0
16,10465153,娱乐是个圈,2012,/subject/10465153/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2670740683.jpg,2012-01-31,['喜剧'], 汉语普通话,PT1H28M,电影《娱乐是个圈》糅合三条线索讲述了一群娱乐圈边缘小人物的故事，赤裸裸地戳穿了娱乐圈背后谎言遍地炒作成风的现象。原雨所饰演的正是其中一条线索的关键人物——娱乐记者陈丽莎。面对行业内的竞争压力，丽莎试图...,276,10,2,5.9,17,18972,17,17,22869,17
17,10466281,闪婚总动员,2012,/subject/10466281/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2663819522.jpg,2012-02-01,['喜剧'], 汉语普通话,PT1H30M,《闪婚总动员》讲述的是时下热门的相亲故事，杜萱是一位生活在时尚大都市的高薪女白领，原本想在奶奶八十大寿的时候举行婚礼，不料在距离婚期只有两个月的时候惨遭未婚夫分手。马不停蹄的相亲过程中，她遭遇到了AB...,327,10,2,5.6,41,4261,0,41,4739,0
18,10467774,孙子从美国来,2012,/subject/10467774/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2157878128.jpg,2012-02-02,"['剧情', '儿童', '家庭']", 陕西话 / 汉语普通话 / 英语,PT1H29M,老杨头（罗京民 饰）是陕西华县一名独居老艺人，家中珍藏着表演皮影戏的全套行当。一天，离家多年的儿子突然领回了洋女友和洋孙子布鲁克斯（丁佳明 饰）。观念受到冲击的老杨头还未回过神来，儿子和女友又因要远赴...,82131,10,2,8.5,160,1449,160,160,2123,160
19,10468706,盛糖乐队,2011,/subject/10468706/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2262277621.jpg,,"['剧情', '喜剧', '音乐']", 汉语普通话,PT1H40M,林波丽的母亲经营着一家西点铺，母亲希望林波丽能老老实实的考一个高级面点师的证书，如此可以在自己退休之后将经营店铺的重任传给女儿。然而林波丽真正喜欢的却是音乐，她做梦都希望能够组建一支乐队，站上万人瞩目...,533,10,2,5.4,4,613,0,4,826,0
20,10478122,平壤之约 평양에서의 약속,2012,/subject/10478122/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1642570785.jpg,2012-08-03,['剧情'], 汉语普通话 / 朝鲜语,PT1H31M,中国青年舞蹈家王晓楠（刘冬 饰）在“民族舞蹈大赛”表演朝鲜舞蹈《铃铛》时，被总评审——奶奶陈秀珍教授发现犯错，瞬间总分由第一名滑落至第十名。懊恼之际，奶奶安排她随中朝艺术交流团去平壤，并托付她顺便寻找...,1148,10,2,4.1,212,2261,107,212,2796,107
21,10478207,凶间雪山,2012,/subject/10478207/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1801425378.webp,2012-12-21,"['惊悚', '恐怖']", 汉语普通话,PT1H28M,"一对情侣与登山队队友攀登雪山，不料中途天气突变,但队员们执意要上山，于是男友（吴卓羲 饰）留下女友（邓丽欣 饰）看守营地。上山三天后登山队员依旧没有任何音讯。七天后，大家都回来了，唯独她男友没有回来。...",5710,10,2,3.8,26,12020,26,26,17963,26
22,10478675,冷瞳,2013,/subject/10478675/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2153214713.webp,2013-10-31,"['悬疑', '惊悚']", 汉语普通话,PT1H36M,在一个晴朗的日子里，苏氏集团总裁苏光明（刘锡明 饰）携女儿苏雨辰（周秀娜 饰）从香港来到海南的公司考察。此前他早已将内地的业务交给最为器重的许博文（李灿森 饰）打理，而且博文也是雨辰的未婚夫，可谓前途...,1098,10,2,2.7,14,4206,4,14,10782,4
23,10480952,关于爱情和那些魔鬼,2012,/subject/10480952/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1469845151.jpg,2012-04-01,"['剧情', '喜剧', '爱情']", 汉语普通话,PT1H34M,一个女青年（杨童舒 饰）应聘到一家工厂，一进工厂就遇到难题就崩溃就冲动，一冲动就受伤就住进医院，一进医院里她就遇到了医生（莫少聪 饰）就遇到了爱情，一遇到爱情就陶醉就遇到了麻烦，一遇到麻烦就发现问题就...,712,10,2,5.1,6,2089,6,6,3276,6
25,10484009,绑架大明星,2013,/subject/10484009/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2041340895.jpg,2013-08-02,['喜剧'], 汉语普通话,PT1H48M,偶像歌手高奕辉（陈晓东 饰）唱作俱佳，才貌双全，前景灿烂，星途一片光明。就在他人生最得意的时刻，一位名叫高小婵（许雅涵 饰）的十四岁少女突然出现在了他的生命之中。高小婵坚称自己饰高奕辉的女儿，可是，高...,1057,10,2,2.8,15,3810,15,18,8502,17
26,10484039,简单的美丽,2011,/subject/10484039/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2459917792.jpg,2012-01-11,['剧情'], 汉语普通话,PT1H32M,简丽（夏力薪 饰）与赵雄志（陈正华 饰）离婚时商定，一人照顾儿子赵昭（侯高俊杰 饰），另一人照顾父亲，可手续一办完，赵雄志绝尘而去，所有责任落在了简丽一人身上。更无耻的是，赵雄志趁简丽不在家时，竟偷拿...,124,10,2,7.2,4,301,0,4,509,0
27,10487240,神通乡巴佬,2012,/subject/10487240/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1441605450.jpg,2012-03-08,"['剧情', '喜剧', '爱情']", 汉语普通话,PT1H26M,"长得不帅、单纯可爱的男人楚中天（王宝强 饰）从乡村到城市寻找自己爱情的故事。
一个是有洁癖的都市中产（曾志伟 饰），一个是邋遢的乡下毛头小子（王宝强 饰），当楞头楞脑的“傻根”遭遇老谋深算的“琛哥”，...",3542,10,2,4.1,3,7108,4,3,12266,5
28,10491655,四戒,2012,/subject/10491655/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1570256972.jpg,2012-06-08,"['剧情', '喜剧']", 汉语普通话,PT1H35M,“四戒”原为佛家用语，即酒色财气，该片以恢谐的方式诠释了这四种社会现象。张弘学（冯雷 饰）是一个靠煤矿发家的老板。常言道，饱暖思淫欲。这日，他谎称买房携巨款去杭州，找电视台情人何颜非（江易珈 饰）幽会...,2842,10,2,6.2,4,1761,4,4,3211,5
29,10508879,青魇,2012,/subject/10508879/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1594175844.jpg,2012-07-06,"['剧情', '悬疑', '恐怖']", 汉语普通话 / 粤语,PT1H26M,郝冬（黄轩 饰）在收听午夜电台节目时，谈到了自己失眠的痛苦经历。郝冬的女友——电台DJ依凡（薛凯琪 饰）开始对他进行心理辅导。而郝冬却对她讲述了自己的梦魇：一个白衣飘飘的长发女子（周楚楚 饰）从高楼坠...,13470,10,2,6.1,4737,18568,22,4737,29698,24
30,10508901,匹夫,2012,/subject/10508901/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1499674942.jpg,2012-04-23,"['剧情', '动作', '战争', '西部']", 汉语普通话,PT1H45M,抗日战争年代，一群亡命之徒集结在北方平原。他们在首领方有望（黄晓明 饰）带领下，建立了一个地下王国，平日打劫为生。一日他们绑架了一个正去迎亲的新郎官高栋梁（张译 饰），出乎意料的是，高栋梁是个硬汉子，...,26297,10,2,5.4,208,38295,780,208,57875,1152
31,10514806,查无此人,2012,/subject/10514806/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1585663747.jpg,2012-06-15,"['剧情', '悬疑']", 汉语普通话,PT1H38M,对于心脏外科专家辜杰（于小伟 饰）来说，这是一个黑色的日子，有人打来言辞恶毒的诅咒电话，骂其父死的活该，然后父亲的骨灰盒莫名失踪，接踵而来的车祸让他坠入死亡深渊。待一切过后，几乎失忆的辜杰被人扔到了四...,2307,10,2,5.2,5,4778,5,5,9470,5
32,10521637,金毛犬段景柱,2012,/subject/10521637/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559927015.jpg,,"['动作', '爱情', '武侠']", 汉语普通话,PT1H29M,"数字电影《金毛犬段景住》由居文沛、修庆主演，讲述了一个水浒好汉与寡妇的故事，时代的大背景是众英雄揭竿而起的纷争时期，段景住是水浒108将中排名最后一位的好汉。
北宋年间，因家道沦落而流落边疆的段景柱懂...",130,10,2,5.1,27,666,155,27,1143,160
33,10521681,横山号,2012,/subject/10521681/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1749856424.jpg,2012-11-08,['剧情'], 汉语普通话,PT1H29M,影片讲述石国梁（杜雨露 饰）为解决边远地区群众看病难的问题，身先士卒，坚定地投身于“流动医院”的事业当中。斯日（徐囡楠 饰）大学毕业后，热切地回到生养她的内蒙古大草原，希望成为牧民的贴心医生和健康使者...,133,10,2,4.7,20,656,5,20,1832,10
34,10526645,家庭计划,2012,/subject/10526645/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1437863627.jpg,,"['剧情', '喜剧', '爱情', '家庭']", 汉语普通话 / 英语,PT1H46M,《女留学生之迷失废都》以华人学生留美生活为背景，讲述了博士生王晓东以及其他三位与他共享同一个手机家庭计划的成员之间发生的爱恨纠葛。 其故事原型来自于2009年弗吉尼亚理工大学留美博士杀人事件。影片不仅...,107,10,2,8.1,22,4,22,22,4,26
35,10527199,渡江！渡江！,2012,/subject/10527199/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1709312243.jpg,2012-09-21,"['历史', '战争']", 汉语普通话,PT1H31M,国民党军营长黄怀恩（张笑君 饰）在解放军发起渡江战役前夕，率部撤离驻守的楚家渡口，退守江南。临行前，他向房东楚老大表示要娶楚家闺女荷花（章龄之 饰）为妻，并留下一只祖传玉镯作为信物。就在这天傍晚，荷花...,657,10,2,3.0,3,8338,13,3,14553,15
36,10527288,百万巨鳄,2012,/subject/10527288/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1579831235.jpg,2012-06-08,"['喜剧', '惊悚', '灾难']", 汉语普通话,PT1H30M,"阿毛是一只长八米重二吨的鳄鱼的花名。
鳄鱼乐园主光头刘（石兆琪 饰）因没钱给它买肉吃，把鳄鱼阿毛卖了。没想到买阿毛的是开鳄鱼餐厅的赵大嘴（林雪 饰）。餐厅师傅砍杀死阿毛前，它怒了，挣脱了绳索。它跑了！...",20901,10,2,5.0,179,5891,179,179,14683,203
37,10537853,万箭穿心,2012,/subject/10537853/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1759644668.jpg,2012-11-16,"['剧情', '家庭']", 汉语普通话 / 武汉方言,PT1H58M,90年代的武汉，一个普通家庭里丈夫马学武（焦刚 饰）是一家国企的厂办主任，妻子李宝莉（颜丙燕 饰）是汉正街的一名小贩，二人还有一个儿子小宝（李现 饰）。一次企业分房让这个家庭住进了新房，岂料从搬家那天...,213177,10,2,8.6,3596,52841,2426,3596,61954,2470
38,10537987,宗师卜六,2013,/subject/10537987/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2177719691.jpg,2013-07-23,"['传记', '动作', '古装']", 汉语普通话,PT1H32M,电影《宗师卜六》主要讲述民国时期一代跤王卜恩富的传奇故事。影视演员、著名打星吴樾在剧中饰演主角卜恩富。由中央电视台电影频道联合制作，旨在为了向观众全面展示中国式摔跤的博大精深，传承中华民族的不屈精神和...,250,10,2,4.1,20,1990,2,20,2628,2
39,10539139,HOLD住爱,2012,/subject/10539139/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1669766073.jpg,2012-08-23,"['喜剧', '爱情', '悬疑']", 汉语普通话,PT1H38M,80后小夫妻周静（杨幂 饰）和陶小磊（刘恺威 饰）闪电离婚后，意外中奖获得三亚蜜月行的机会，二人互不相让，约好到三亚后各自玩耍。一夜宿醉后，陶小磊发现周静遭到绑架，绑匪向他索要巨额赎金。为筹赎金，陶晓...,24380,10,2,3.6,29,28328,29,29,42570,58
40,10540066,大上海,2012,/subject/10540066/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1753617325.jpg,2012-12-21,"['剧情', '动作']", 汉语普通话 / 粤语,PT1H54M,本是水果店小伙计的成大器（黄晓明 饰），在上海投向权倾一时的巡捕房探长洪寿亭（洪金宝 饰）旗下，任职赌场打手，被洪寿亭的妻子凌沪生（袁莉 饰）慧眼赏识，造就大器迅速出人头地。成大器颇具江湖手腕，不仅敢...,84806,10,2,6.7,8403,21098,8403,8403,92983,8859
41,10543682,怖偶,2014,/subject/10543682/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2178802851.webp,2014-05-07,"['悬疑', '惊悚']", 汉语普通话,PT1H28M,戏剧作家白兰度（郑昊 饰）有一个与之截然对立的人格（贾伟 饰），“两人”形成互补，成为无话不说的知己。但在现实中，白兰度神经兮兮的样子让他和妻子林芙蓉的关系破裂，他们的婚姻最终走向死亡。前妻带走13岁...,3305,10,2,2.9,7,5736,3,7,6134,5
42,10545939,黄金时代,2014,/subject/10545939/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2167320927.jpg,2014-09-06,"['剧情', '传记', '爱情']", 汉语普通话 / 粤语 / 上海话 / 武汉话 / 四川话 / 俄语 / 日语,PT2H59M,20世纪30年代，20岁的张乃莹（汤唯 饰）逃婚求学，却惨遭抛弃。投靠未婚夫汪恩甲（袁文康 饰）后的张乃莹依然躲不开被抛弃的命运，好在遇到了在报社工作的进步青年萧军（冯绍峰 饰），两人相知相爱。通过萧...,172639,10,2,7.3,26908,40935,1653,26908,272321,1653
43,10545947,囧人之越挠越痒,2013,/subject/10545947/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1891785152.jpg,2013-03-14,"['剧情', '喜剧']", 汉语普通话,PT1H29M,洪剑涛饰演的老板是个吃软饭的“弱势男”，住着洋房、开着豪车，貌似腰缠万贯，实际上这些都是靠着老婆一手打下的“江山”。两人在经历了七年之痒后，婚姻却逐渐走向破裂。洪剑涛在外偷偷包小三，被老婆发现，老婆又...,2130,10,2,3.7,18,2631,1,18,6926,1
44,10546813,花样厨神 Final Recipe,2013,/subject/10546813/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2374046139.jpg,2013-09-21,['剧情'], 英语 / 汉语普通话,PT1H37M,知名的电视制作人怡珊（杨紫琼 饰），继挖掘了国际厨神翰伟（黄经汉 饰）后，展开下一届新厨神的寻找工作，为此特别举办 “国际食神争霸赛”。从小与爷爷学做家常菜的一晗（刘宪华 饰）为保住自家即将倒闭的餐厅...,4123,10,2,5.9,27,8550,27,27,14275,32
45,10549223,笔仙,2012,/subject/10549223/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1547928947.webp,2012-07-17,"['悬疑', '恐怖']", 汉语普通话,PT1H34M,"恐怖小说作家小艾（梅婷 饰）因为担心出狱的前夫齐崑（吴超 饰）要夺去心爱的儿子，带着五岁的儿子小辛到好友亦南（郭京飞 饰）的乡间别墅躲避，正好安心写完她的新小说。
陪着妈妈写作的小辛无趣之中只好拿起画...",16268,10,2,4.7,82,7428,5,82,12800,12
46,10553086,非常之恋 非常之戀,2011,/subject/10553086/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2460344309.jpg,,"['剧情', '爱情']", 汉语普通话,,阿贵从很远的地方来到云水镇，还未进到镇里就遇上了阿菊和五一。镇上的小混混五一在竭力追求阿菊，而阿菊却根本没有把五一放在眼里。不想，从此，阿贵却成了他们两人中的障碍。原来，阿贵是一位被通缉的逃犯，他来云...,62,10,2,6.8,46,744,46,46,852,46
47,10553094,月色狰狞,2012,/subject/10553094/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1524023814.jpg,2012-05-04,"['动作', '悬疑']", 汉语普通话,PT1H24M,"地矿学家李教授带学生莫天良（邢佳栋 饰）和女儿月儿探寻矿源，获绘有金矿地势的羊皮图。盗匪赵无奇一路追杀，李教授中弹，临终前将图一分为二交给两个年轻人。莫天良摔下百丈悬崖，所带半张图被赵夺走。
月儿被孟...",349,10,2,3.4,38,2490,0,38,4847,0
48,10553112,病尉迟孙立,2011,/subject/10553112/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2517257228.jpg,,"['剧情', '动作', '战争', '古装']", 汉语普通话,PT1H31M,梁山两次攻打祝家庄失利。正在军师吴用为破祝家庄苦思冥想的时候，登州司马提辖孙立带着家眷来投奔梁山。孙立在登州因卷入猎户解珍、解宝兄弟与当地大户毛太公之间的纠纷，不得已离开登州投奔梁山。得知同门师兄栾廷...,145,10,2,5.3,100,1787,155,127,3694,160
49,10554941,擒爱记,2012,/subject/10554941/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1570466122.jpg,2012-06-21,"['喜剧', '爱情']", 汉语普通话,PT1H30M,嘉兰（莫小棋 饰），沈巴黎（巩新亮 饰），梅芸（冯丹滢 饰）和何静婷（谭卓 饰）是四个要好的朋友。热爱建筑的才女嘉兰为了老公丁磊做了家庭主妇，蠢蠢欲动的事业心让她选择在学弟的公司兼职，结果被偷拍到与学...,5039,10,2,4.9,5,24145,8,5,31078,12
50,10561910,幸福的向日葵,2011,/subject/10561910/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2503922931.jpg,2011-10-13,"['剧情', '儿童']", 汉语普通话,PT1H30M,《盛开的向日葵》讲述了一位维吾尔族老奶奶带着小孙女寻找孩子父亲的故事。一路上，祖孙两人走了很多路，见了很多人，发生了很多故事：民间老艺人对民间艺术传承的爱和执著；兽医战胜心理障碍重塑阳光性格；葡萄园园...,80,10,2,6.1,5,21,107,5,24,115
51,10562402,骆驼客,2012,/subject/10562402/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1514053530.jpg,2012-04-27,"['动作', '爱情', '冒险']", 汉语普通话,PT1H29M,在西域有一群身怀绝技的人，他们从事着古老而神秘的职业，用骆驼护送货物辗转各地，被称为骆驼客。戈师傅（刘小宁 饰）拥有过人的弓箭技巧，是当地最负盛名的驼队首领，这次，他的驼队刚刚踏上古老驼道，就遭遇到一...,3137,10,2,7.9,45,86,45,45,138,48
52,10563119,恋爱三万英尺,2012,/subject/10563119/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1790940733.jpg,2012-11-23,"['喜剧', '爱情']", 汉语普通话 / 粤语,PT1H33M,她是青春叛逆的火辣女小瞳（刘羽琦 饰），为了报复出轨的男友而进入空校。她是率性飒爽的冷酷女刘静（赵荣 饰），接受小瞳父亲之命暗中保护小瞳。他是特立独行的型男明哲（黄又南 饰），因被小瞳的独特而吸引，随...,1506,10,2,3.3,206,4639,206,206,8582,206
53,10564052,亲·爱,2013,/subject/10564052/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1939696445.jpg,2013-05-10,"['剧情', '家庭']", 汉语普通话,PT1H38M,陆雪妮（余男 饰）是一名日企的高管。最近，日本母亲的离世使她身心倍受打击，白天神情恍惚，夜里经常被骇人的梦魇惊醒。原来，母亲是战争留下的遗孤，多年来，雪妮一直和孤独的母亲及年幼的儿子步步（邵何之杰 饰...,4100,10,2,7.0,19,11891,19,19,14615,19
54,10566565,初恋浅规则,2012,/subject/10566565/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1526536105.webp,2012-05-11,['爱情'], 汉语普通话,PT1H30M,每一个女人对婚纱或多或少都有着充满了浪漫气息的幻想，我们的故事就是从一家定制顶级婚纱的公司里开始的。为了进军国际市场，公司上层决定不惜一切代价，寻找业界最专业最顶尖的模特作为广告代言，就这样，一个名为...,983,10,2,3.1,0,21,0,0,32,0
55,10567087,幸福迷途,2012,/subject/10567087/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706582935.jpg,2012-11-09,"['剧情', '爱情']", 汉语普通话,PT1H35M,"2012，你幸福吗？
梦想在抉择和诱惑间伸展为欲望，亲情在融合与得失之间彷徨，爱情在唯爱与现实间迷途。作为中国版的《欲望都市》，本片通过描写都市金领、时尚丽人、大牌明星、创业青年、职场菜鸟、退休老人等...",2096,10,2,5.1,158,10082,158,168,31508,168
56,10567506,甜心巧克力,2012,/subject/10567506/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2156485969.webp,2012-10-25,['爱情'], 日语 / 汉语普通话,PT1H38M,国际大都会上海，美丽女孩林月（林志玲 饰）在街角经营着一家全手工制作的巧克力店。她的日本人好友木场总一郎（池内博之 饰）来华十年，此前曾是北海道夕张的滑雪场救助员，如今在异国他乡进行绘画创作。总算成功...,4915,10,2,5.2,222,7708,3,222,11024,4
57,10569022,愤怒的小孩,2012,/subject/10569022/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1850828493.jpg,2013-01-29,"['喜剧', '儿童']", 汉语普通话,PT1H37M,孙小傲（王一鸣 饰）是个古灵精怪的淘气包。爸爸孙建业（张嘉译 饰）和妈妈（江珊 饰）在俄罗斯工作，小傲一直由耳聋寡言的爷爷（范伟 饰）照顾。假期将至，爷爷生病住进医院。一直渴望父母关爱的小傲的生日聚会...,9769,10,2,6.3,25,38295,172,25,94616,188
